Row.names	res1_log2FoldChange	res1_padj	res1_change	res2_log2FoldChange	res2_padj	res2_change	res3_log2FoldChange	res3_padj	res3_change
KRT5	-7.20542782854106	0.000128939433181953	DOWN	-5.02384228197302	0.0311158556973113	DOWN	-3.99347208326219	0.173806440329591	NOT
KRT6B	-12.8881134994735	1.00267746075336e-27	DOWN	-10.3615851386921	9.2778399348834e-43	DOWN	-10.0730813926009	2.32428400453438e-42	DOWN
LEF1	-4.55752076973025	1.6354475149595e-06	DOWN	-2.672085077119	0.0187067538858381	DOWN	-2.2600912000861	0.112803373502926	NOT
LGALS9B	-5.19836984921253	0.0139790697813089	DOWN	-4.54168940742924	0.042909372362492	DOWN	-3.14540134986839	0.332037902623839	NOT
LGALSL	-3.46742377111726	0.00902328667695872	DOWN	-3.24362695225501	0.0251079207268113	DOWN	-1.82956828018367	0.83697681032945	NOT
LIMK2	-3.75937174031833	6.50783853594795e-09	DOWN	-2.83300601566757	0.000253954016208959	DOWN	-1.96291373627708	0.128289942442126	NOT
LINC00520	-5.97009339780882	5.65199197391455e-05	DOWN	-5.60692506526328	0.000102122992180775	DOWN	-5.03045403623511	0.000587886434895224	DOWN
LINC00707	-7.38860525123325	3.34088904341729e-09	DOWN	-3.3538706549599	0.00669802393753626	DOWN	-3.04205674033581	0.025201288675505	DOWN
LIPE	-3.12879376874703	0.00886266691387154	DOWN	-3.07901898791348	0.012345181672147	DOWN	-2.69318794923585	0.0579204881602798	NOT
LMX1B	-5.7181486849466	0.000785195263141696	DOWN	-3.45134872876833	0.0269046730071946	DOWN	-2.78612296672536	0.134490488843626	NOT
LOC100130899	-9.17918026024308	5.57258442316524e-12	DOWN	-5.21407589454744	4.13363711623187e-06	DOWN	-3.94290351480509	0.0023712398501738	DOWN
LOC101927189	-5.49564421924794	0.0044909329068001	DOWN	-4.74132975414916	0.0123112606422862	DOWN	-4.09989813851065	0.0369221239011123	DOWN
LY6D	-7.78882032060684	5.42517131509289e-07	DOWN	-7.41414247627701	4.59103314779074e-07	DOWN	-3.37785297785393	0.0579840479266877	NOT
LY6G6C	-6.75920970795274	1.23306949486477e-05	DOWN	-5.26957149271822	1.58073662154991e-05	DOWN	-3.72310688761148	0.00109684081007823	DOWN
LYPD3	-5.81297493469027	1.4276314149412e-23	DOWN	-4.22971266006941	9.10560489914976e-16	DOWN	-3.45013290789703	6.03269981816233e-10	DOWN
LYPD5	-5.68518379127991	1.19639369888613e-07	DOWN	-4.25924589934604	0.000154226141600161	DOWN	-2.14923544795778	0.422515590303212	NOT
LYPLA2	-2.71417346960768	0.000107878895905502	DOWN	-2.06265205640004	0.0342795377289524	DOWN	-1.25736626078757	1	NOT
MAP3K11	-3.17599317572129	4.7910759279524e-05	DOWN	-2.38875092362654	0.0210778088742354	DOWN	-1.2269197552662	1	NOT
