Row.names	res1_log2FoldChange	res1_padj	res1_change	res2_log2FoldChange	res2_padj	res2_change	res3_log2FoldChange	res3_padj	res3_change	score
DGKI	4.66899971970518	1.34165023919006e-05	UP	4.4258056372362	4.62538848326143e-05	UP	1.37696188355697	0.301433565791032	NOT	1.91507595259125
ZNF708	2.59696618908599	8.47695158338732e-08	UP	2.34787117065392	1.48975546413679e-06	UP	0.341654190955788	0.641674277062531	NOT	1.91365780717441
RSPO3	4.57934055793652	0.00438208303137351	UP	3.65163518549394	0.0286801081130346	UP	1.33304577316511	0.493429375607656	NOT	1.91324901160631
ZNF441	3.26869968484594	5.17812265225411e-10	UP	2.32347758359161	2.45461459984374e-05	UP	0.678008633090822	0.352042400357512	NOT	1.9126824186643
CHRD	4.04365627290119	3.41475634348202e-05	UP	2.54167747399516	0.0168485560817897	UP	1.06659621653965	0.426166609383032	NOT	1.91046383982188
APPL2	2.02335516897548	5.6044974535027e-05	UP	1.20940861255814	0.02290606160693	UP	0.0570657850617072	0.947663520382385	NOT	1.90922359885207
CFLAR-AS1	2.74167152111429	0.000125592198551409	UP	1.80130757960078	0.0180443858697727	UP	0.417624905160253	0.679193150583326	NOT	1.90642171079378
ZNF438	2.16361188643395	0.000174858217977148	UP	1.70902795741631	0.00412828190049706	UP	0.138210251698334	0.880448070693918	NOT	1.88719138303728
FAM46C	2.52742136173157	0.0154627512229769	UP	2.26013077988332	0.0351867705323202	UP	0.320622547578398	0.825569842756283	NOT	1.88617626657478
RAB23	3.30561130296356	2.86949471041824e-08	UP	2.53840463533779	3.19919774626634e-05	UP	0.711349493653727	0.327569863062497	NOT	1.88291231565611
MOV10L1	6.05628131996316	1.2588804596624e-07	UP	5.82990553297413	4.60128719286106e-07	UP	2.08672651660299	0.141155774411584	NOT	1.88282828675719
RASL12	3.52811901858682	0.00547134202685397	UP	2.93657022603526	0.0259382736280342	UP	0.82361330250708	0.628173201439821	NOT	1.88089241357266
ZNF594	2.84453729211703	1.73162939980465e-05	UP	2.41011068939712	0.000374512038316303	UP	0.483884484939383	0.587201738531754	NOT	1.87676832223827
KCNT2	7.66179335727745	3.89461405817489e-11	UP	7.36472280122952	2.68879981182221e-10	UP	2.89333228995022	0.062252385331464	NOT	1.87512877737701
SEPT11	4.57297416904588	1.60638311453179e-12	UP	3.40970536075732	2.39947541745374e-07	UP	1.35147280842887	0.0620659456029802	NOT	1.87002855218813
FAM133CP	6.47952187219131	1.02614339337067e-08	UP	5.62331799173331	1.03672230061136e-06	UP	2.30576692640478	0.0918379399720195	NOT	1.86798801938175
LOC730101	3.4371335398482	4.3509649945754e-05	UP	1.9983217679667	0.0264092758263154	UP	0.785417832929671	0.460825857627127	NOT	1.86629787398886
PLEKHG2	2.60572424948518	1.25457790923156e-06	UP	1.69771415385326	0.00249462763862554	UP	0.371235625023233	0.597227899946668	NOT	1.86325299943871
LRP1	4.59072819568064	1.9242829586741e-11	UP	3.42183293448706	9.50562911931613e-07	UP	1.36833047680593	0.0745239774603672	NOT	1.85406724206878
C10orf107	4.02991819183652	1.25925214753728e-05	UP	2.56891265695067	0.0110347774181764	UP	1.08935167500598	0.395624930066935	NOT	1.85121484182456
LOC101929532	7.61962436412707	1.67191254012367e-10	UP	6.85734081215957	1.49375896438906e-08	UP	2.88591776244268	0.0653897638227235	NOT	1.84778883924171
EOGT	2.16189122736454	8.69985590748588e-05	UP	1.57486670079842	0.00591796308360185	UP	0.159072849201404	0.843780813906225	NOT	1.84374552896173
SNED1	4.13530893423871	9.24694219247105e-07	UP	2.79272720098212	0.00144360151153435	UP	1.14688523946754	0.251342611729382	NOT	1.84153845530362
ZNF160	2.15211688546308	5.60788498914218e-07	UP	1.30517387490103	0.00397436192772174	UP	0.156697277833715	0.803498487611387	NOT	1.83872232979565
STAG1	1.89808702758592	8.25972065557764e-05	UP	1.48909395547495	0.00273519935387386	UP	0.0304996127321423	0.975420839543545	NOT	1.83708780212163
SUSD1	2.18186620285109	7.10852913977517e-05	UP	1.34830605800862	0.0204645160764828	UP	0.175868972690302	0.826529219066042	NOT	1.83012825747048
ZC3H12B	3.20943438703106	1.12627456130798e-06	UP	2.45578075778085	0.000347802632958829	UP	0.690691233032878	0.452872580229909	NOT	1.82805192096531
S100A4	5.60367063273903	1.50041531053001e-13	UP	4.19815815629793	5.79241142137576e-08	UP	1.88803179138519	0.0245491840245509	UP	1.82760704996865
AGTR1	7.42889924778357	6.1406078263254e-09	UP	5.48857803720104	4.21707334850624e-05	UP	2.80400054251717	0.0838881419462158	NOT	1.82089816274922
ATP2B4	2.58312867740197	8.62865882519192e-06	UP	1.56927438536319	0.0101912768150856	UP	0.384580325833075	0.605758455698974	NOT	1.81396802573582
CFD	3.41570038310662	0.00162586782182326	UP	2.73821433314416	0.0149452101475333	UP	0.802219801256817	0.567278007084341	NOT	1.81126078059299
SACS-AS1	4.46452134198743	2.20265089547709e-05	UP	3.20058193532028	0.00463412558695618	UP	1.3283049570375	0.371147067997965	NOT	1.80791142791242
IL6ST	5.0255867525765	1.95939919771192e-17	UP	3.72468382168334	6.13971573377254e-10	UP	1.61029224178566	0.0128031948300435	UP	1.80500226900517
OR2A1-AS1	2.38075705564158	0.010037285142798	UP	1.9889154803431	0.0375230613051242	UP	0.296642754109126	0.833810847871065	NOT	1.78747154742333
SNX9	2.67097965807121	4.93328534156747e-06	UP	1.97144984503238	0.00108807270214131	UP	0.444858352465193	0.549181897141296	NOT	1.78126295314082
VCAM1	4.90093817206849	0.000341954185079106	UP	3.45249195643777	0.0183557854226293	UP	1.56033798037039	0.384036820636809	NOT	1.78026221132771
FGF2	4.73228659006234	1.33752656280857e-06	UP	3.82364918525451	0.000134374411537823	UP	1.4766387157706	0.1903621636798	NOT	1.77900915852113
CRIM1	2.27117498918321	1.1150667169713e-06	UP	1.55190073190228	0.00132653243714971	UP	0.249647556370088	0.687644456844249	NOT	1.77187987644304
ZMIZ1-AS1	3.80093916261283	2.54124903264289e-05	UP	2.74544245580937	0.00401479915128347	UP	1.01633154185635	0.403904658715403	NOT	1.76827607890013
TRPS1	4.05709631783039	2.76704919162442e-12	UP	2.91824848623903	9.00981869904482e-07	UP	1.14728676997719	0.0818218219478041	NOT	1.76252277787602
SYCP3	3.42886888288975	3.81003197921028e-05	UP	2.99931576732155	0.000421491383360526	UP	0.838488590666345	0.500402842551917	NOT	1.75189170155706
PLEKHG4B	3.54053035750386	0.000932117000868633	UP	2.57967902033945	0.0223220077269142	UP	0.895273850150574	0.525900086315631	NOT	1.74998265720271
PDE1C	8.39601885710994	3.19407781993486e-15	UP	7.10820480948372	4.3293465836223e-11	UP	3.32819733363127	0.00521470743994868	UP	1.73962418984741
RAB3B	4.68285022005317	8.43506390703424e-06	UP	3.72048115297201	0.000565264240314801	UP	1.47309117842755	0.225607741051209	NOT	1.73666786319807
PROX2	2.29679474772266	0.00245335581396006	UP	2.17125709152316	0.00474765114702415	UP	0.280544100641505	0.801266580059472	NOT	1.73570654643965
USP53	4.69301582709117	1.87320176574148e-09	UP	3.5936754711346	6.70821703043571e-06	UP	1.48140030788479	0.0920796508994284	NOT	1.73021521132159
LINC00856	5.95759118342542	8.92604194243699e-11	UP	4.90364250948766	2.005810471118e-07	UP	2.11554151572201	0.0743155411133699	NOT	1.72650815198139
DZIP1L	2.47986417223707	6.15398026072788e-06	UP	1.96725303882136	0.000486424962291279	UP	0.376685235003288	0.608668187712948	NOT	1.72649370223049
TRIM22	3.4577856479479	1.61377295319153e-12	UP	2.10652500647635	3.21999100599028e-05	UP	0.870819039133683	0.12256493480847	NOT	1.71614756968053
LOC101928020	1.92515735950121	0.00257178199563373	UP	1.6824957115185	0.00973244562989654	UP	0.104982457545412	0.928491054872644	NOT	1.71519244441038
DIRAS3	5.47410284359637	3.20776081710567e-08	UP	3.40327712016498	0.00126451560099944	UP	1.87972160047383	0.120127829285506	NOT	1.71465964264871
CMPK2	4.31260479545107	1.51339356809033e-07	UP	3.06382083063449	0.000321089823093927	UP	1.30041361438688	0.181714697937635	NOT	1.7117775666773
GLIS1	3.43722907549472	6.26126928855844e-08	UP	2.58816175658624	8.68109362221449e-05	UP	0.863262852664066	0.295740615101134	NOT	1.71070337016659
GPR176	4.29909863179418	9.51642803485488e-15	UP	3.07857045400745	5.67751944601311e-08	UP	1.29821473115053	0.0357772518465202	UP	1.70266916949313
KIRREL3	3.3028513948666	4.14684395565196e-06	UP	2.8266500372496	0.000113872625086285	UP	0.801652584081427	0.37538268018578	NOT	1.69954622670374
IGFBP5	7.88272949768984	1.15651935090636e-08	UP	6.16153857811609	1.27095167957334e-05	UP	3.09352636945679	0.0413937609024571	UP	1.69567675877626
MYADM	1.75061915643927	0.000301228437513878	UP	1.06122411769625	0.0390971577822588	UP	0.0277998646210752	0.978354041390472	NOT	1.69501942719712
PCDHGA5	3.61892630013156	0.000182221795130457	UP	2.75469637086083	0.00634198286658119	UP	0.962683908791666	0.439251590469184	NOT	1.69355848254823
PCDHGA8	3.1187556455041	0.000113575327911742	UP	2.36276231755	0.00513300123044649	UP	0.712713987027618	0.512590931129262	NOT	1.69332767144886
PIK3R1	2.15321208038855	0.00095491119204736	UP	1.59870350978897	0.0185778107743244	UP	0.231025475296655	0.798198964775778	NOT	1.69116112979524
LOC101930010	3.33264450251232	0.00247635093179502	UP	3.14694243042825	0.00475624776792948	UP	0.822004937383624	0.601798378083801	NOT	1.68863462774507
GRIA1	7.53298845260324	1.28296469586325e-10	UP	5.89784068165784	8.0474225040708e-07	UP	2.92489466093196	0.0247008410730653	UP	1.68319913073932
PCDHGB2	3.38627412190623	7.62813081568088e-05	UP	2.21753961810326	0.014396086428901	UP	0.851863781686891	0.430835509945725	NOT	1.68254655853245
MIR549A	8.35155841130893	8.87719242514217e-13	UP	7.59215594335811	1.28578184831676e-10	UP	3.33881685379443	0.0208918165679047	UP	1.67392470372007
LINC01118	5.27125656191346	2.90293212740433e-05	UP	4.43123055574445	0.000638926716823035	UP	1.80017794347651	0.260244625779732	NOT	1.67090067496045
LOC100507073	5.05032408242876	2.1494313341956e-05	UP	3.97964926608023	0.00151822418359863	UP	1.68971672009769	0.308535879555955	NOT	1.67089064223339
L1TD1	4.72727543775453	0.000350738279012953	UP	3.43353053271123	0.0153006809074082	UP	1.53235261730226	0.385774903702166	NOT	1.66257020315002
RMDN2	2.59523314098992	6.639528674541e-05	UP	1.70215638528437	0.0138242701226919	UP	0.466424491252796	0.601663724386443	NOT	1.66238415848433
RASSF8-AS1	3.55778125754692	6.24025649787564e-06	UP	2.41894210070094	0.00357513142391076	UP	0.950543961008547	0.34315160343135	NOT	1.65669333552983
GNG11	3.57519933880931	7.45899959730608e-07	UP	3.24228881539168	9.47861293395054e-06	UP	0.959914245547482	0.284325858956295	NOT	1.65537084771435
THRB	3.45642580515479	2.35182311478956e-13	UP	2.25271951015481	3.78100443720852e-06	UP	0.900756833752602	0.100592376802868	NOT	1.65491213764958
HCLS1	3.5682396071519	0.00446437709387513	UP	2.80278887461021	0.0331983841705847	UP	0.956949805893092	0.56329708593667	NOT	1.65433999536572
KIAA1033	2.17084570639062	2.55162413918037e-07	UP	1.67626013048005	0.000103768421083259	UP	0.258806139867555	0.641973982051604	NOT	1.65323342665551
TBX3	2.94353013293954	0.000122699100822407	UP	2.38957313553393	0.00243650957351115	UP	0.646995326045832	0.493898675201967	NOT	1.64953948084788
COL21A1	5.90140208801537	1.25999994469504e-05	UP	5.75540386077534	2.46214947700921e-05	UP	2.1273918405825	0.194185185966759	NOT	1.64661840685037
MIR125B1	4.81689843732785	9.84131613425815e-05	UP	4.26230612202202	0.000784382907649088	UP	1.585143380238	0.349000521012671	NOT	1.64661167685186
CPED1	8.31844655162695	3.47028619523608e-17	UP	6.81098542494386	9.33695940509713e-12	UP	3.34168079241693	0.00171635010793369	UP	1.63508496679309
NT5E	3.04375895876671	9.70413387318544e-06	UP	2.10610550959717	0.00320973109515196	UP	0.707548265013345	0.395199384664034	NOT	1.62866242874002
LOX	7.99172736546631	2.21951511411622e-17	UP	6.72781721188774	1.59042749542259e-12	UP	3.18351252993372	0.00159480043951144	UP	1.62470230559886
NHSL2	5.43436565554205	2.31764513563205e-09	UP	4.6469330519185	5.29980359798237e-07	UP	1.90818765030811	0.0803187589336655	NOT	1.61799035492583
SOD3	4.67137272109338	6.22224445140388e-06	UP	3.83069299684482	0.000299312309373229	UP	1.53100544695151	0.2053835277638	NOT	1.60936182719035
LTBP2	3.83954748491916	2.70498853637604e-07	UP	3.08132140905858	5.42819012598631e-05	UP	1.11689318808924	0.195785400902695	NOT	1.60576110874068
PLSCR4	3.21351101728769	1.05075750824299e-05	UP	2.59735028771031	0.000516024390141144	UP	0.805858966781544	0.361218856600171	NOT	1.6017930837246
EPSTI1	5.45805450884383	3.67480874831311e-16	UP	4.31155370728832	2.56606023307172e-10	UP	1.93268336546141	0.0104670827758453	UP	1.592687777921
GUCY1A2	7.52252815971411	2.22744371687706e-16	UP	6.19672693824064	2.53015165734256e-11	UP	2.96498244998643	0.00324124560850781	UP	1.59256325974125
PCSK1	3.32398265236395	0.000106441448189003	UP	2.25986106182457	0.0125949313456127	UP	0.866531799428687	0.424649639837176	NOT	1.59091905350657
DST	2.29911802917676	1.41541339417847e-05	UP	1.59741859917561	0.00370457283868648	UP	0.363963965876704	0.589717325367249	NOT	1.57119009742336
KDELR3	2.62952589133998	7.76410561157686e-08	UP	1.83955931977012	0.000279898647429166	UP	0.531107193965941	0.380373165205195	NOT	1.5673115034081
ZNF221	3.46875226418092	5.39472058344246e-07	UP	2.27864912875839	0.00181783677801345	UP	0.963906097142428	0.265420723317738	NOT	1.54094006989607
LOXL1-AS1	2.35132966940672	5.59274155260069e-06	UP	1.78274441786746	0.000878180450120164	UP	0.405668711528539	0.563747530675249	NOT	1.53999224634964
HPSE2	3.21109224174539	0.00360568668553897	UP	2.97930096312131	0.00821021681868384	UP	0.836670521346207	0.55089496822694	NOT	1.53775119905298
FER1L6	3.60072220585235	1.39902635293423e-05	UP	2.02514963764348	0.0265423845112369	UP	1.03164145336537	0.335875265172863	NOT	1.53743929912162
MFAP4	6.66287434337571	3.77340913726357e-12	UP	4.82344010892957	8.84070330694163e-07	UP	2.56435990664864	0.0144791757462414	UP	1.53415453007843
PIWIL4	3.43767385601642	9.71529489552022e-05	UP	2.72257563738945	0.00287622535556229	UP	0.953091967506632	0.396328681482323	NOT	1.53148992100316
NEK1	2.48912411209445	3.11895534760185e-07	UP	1.79559753427997	0.00035956081375317	UP	0.47974197906668	0.438032862764965	NOT	1.5296401539611
ADAM12	5.80411798606623	1.19401686778602e-10	UP	4.95789485972197	5.77734738772728e-08	UP	2.13835429544841	0.0314448179574457	UP	1.5274093951694
MTMR7	2.08790824062741	0.00113613812010099	UP	1.71208176585731	0.00971867857728021	UP	0.282955416208253	0.756623478709666	NOT	1.5219974082109
COMP	6.47674822715497	7.32980640596796e-06	UP	5.42506948307802	0.000239718892872574	UP	2.47837116131034	0.129718741152448	NOT	1.52000590453428
GPR173	2.36621543645385	0.000195567649469428	UP	1.7351122715873	0.00899974841718877	UP	0.423559622153287	0.61785786982348	NOT	1.51909619214728
LOC728989	3.60263676776983	0.00358920821709457	UP	3.15644932665516	0.0134121606858417	UP	1.04239595045663	0.552724193016434	NOT	1.51784486685657
USP34	1.78404817152403	3.3371484508133e-05	UP	1.27414328803775	0.00430725720410953	UP	0.134569680570559	0.82728489293392	NOT	1.51490881038292
AKR1B1	2.34989005697682	1.59631321727474e-19	UP	1.49718554432586	1.9963014739223e-08	UP	0.417810411161731	0.173894532701408	NOT	1.51426923465336
VEGFC	4.72974930087818	1.29573473403273e-15	UP	3.51253437975619	5.94779805010985e-09	UP	1.60846039297535	0.0138251278080587	UP	1.51282851492749
ARMC4	8.93405997319186	8.27271862060892e-13	UP	7.52070551954559	2.95760126833785e-09	UP	3.7110915585988	0.00845110027931874	UP	1.51187685599426
ZNF302	2.61770028920286	4.04719132544509e-05	UP	1.91277956870529	0.0039141796919794	UP	0.552942245381052	0.495802577585794	NOT	1.51181579844076
FBLN5	7.3985234537006	9.22933380543019e-13	UP	6.30390942225629	1.88517427315119e-09	UP	2.94993878239602	0.00851698110126774	UP	1.49864588890856
GIMAP2	3.99249726175821	5.51176103605392e-05	UP	2.27061135305321	0.0428558770598771	UP	1.24872271829852	0.352636691938722	NOT	1.49505182516117
MXRA8	5.62969721195075	8.03977627212074e-11	UP	4.76660533469756	5.80428458324238e-08	UP	2.06824114678864	0.0305262375345087	UP	1.49321491837348
PLEKHA4	2.92491963840297	5.6044974535027e-05	UP	1.86594356492646	0.0147595674766224	UP	0.717332322174919	0.42134936199181	NOT	1.49025499405313
AKAP7	1.54039526917292	0.00312740054468042	UP	1.23583300155688	0.0214980715483882	UP	0.0256788093811052	0.98496822193469	NOT	1.48903765041071
LINC-PINT	2.12401785064309	0.00212126980676957	UP	1.68421614136321	0.0187654259357581	UP	0.317844964490961	0.72765850761617	NOT	1.48832792166117
PHTF1	2.78321575385068	5.16690931968004e-08	UP	1.90723367986059	0.000333885194419907	UP	0.648682977044916	0.305482709728692	NOT	1.48584979976085
SNORD114-13	2.99198197567498	0.0131308304223165	UP	2.98577000325932	0.0135983623060846	UP	0.753233579191007	0.652359194804451	NOT	1.48551481729296
LRP1-AS	2.97918611202924	0.00141163795734304	UP	2.27111981445479	0.0207735253317676	UP	0.746837079107087	0.558059820393619	NOT	1.48551195381507
BRD7P3	2.91822217043355	9.53719139554722e-05	UP	1.88015947229785	0.0197565870825726	UP	0.723324058764825	0.471235781734742	NOT	1.4715740529039
TLE4	1.97482458650353	3.27577453821716e-06	UP	1.07534919015527	0.0172429490816699	UP	0.25373579419594	0.652079908800163	NOT	1.46735299811165
TPM4	2.03257285232257	1.77369994583958e-05	UP	1.31715967264737	0.00788634041494722	UP	0.286776167554454	0.641674277062531	NOT	1.45902051721366
HAS2	3.27615509979044	2.15598703174344e-05	UP	2.24820064411297	0.00515550336742064	UP	0.908686939816068	0.323521923653932	NOT	1.4587812201583
OAF	2.57251279085676	0.000803393815692753	UP	2.04874749973917	0.00992975570140277	UP	0.557496702601973	0.562412139792507	NOT	1.45751938565282
MACF1	1.55090835181377	0.000689312850667917	UP	1.05822889151195	0.0275090697223461	UP	0.0477643391027303	0.95147059749736	NOT	1.45537967360831
P3H1	2.04841827073301	2.8136043617329e-07	UP	1.1667080682871	0.00553440485331343	UP	0.297149688151881	0.563747530675249	NOT	1.45411889442925
ZNF23	2.52894322356951	9.00209442934356e-07	UP	1.85340685100341	0.000515208348171704	UP	0.537479329362347	0.41432463930604	NOT	1.45398456484481
FAM131B	3.87002304338287	3.83854756043794e-05	UP	3.14059665248714	0.00124398756137071	UP	1.20829211753204	0.314971017828911	NOT	1.4534388083188
SCRN3	2.13868338463488	1.92894134101658e-05	UP	1.6594721547216	0.00129913206542406	UP	0.342651693405101	0.608394883180464	NOT	1.45337999782468
LINC00996	3.77974464470013	0.00885711547577545	UP	2.99653649768797	0.048709305805866	UP	1.1640681329326	0.537502245991421	NOT	1.45160837883494
SYPL2	4.78916937413893	8.90498028738274e-05	UP	4.0602784150609	0.00118255665333096	UP	1.66941683573785	0.240007187880285	NOT	1.45033570266323
CLDN18	2.78515072632946	0.000606026138306877	UP	2.50554020834626	0.00251568802051862	UP	0.668531000945184	0.528734972608193	NOT	1.44808872443909
PRICKLE2-AS3	3.50572519966104	4.5463985824625e-05	UP	3.14364857613836	0.00032810905830556	UP	1.03284712667806	0.353158787214723	NOT	1.44003094630492
DOCK7	1.92295942894038	3.10679681272995e-05	UP	1.16997076673267	0.0162586317911333	UP	0.241518263085165	0.694160165372464	NOT	1.43992290277005
IFIT5	1.73322186673439	0.000278351750661731	UP	1.25396103085246	0.0116141850838176	UP	0.150934992046726	0.825655472056883	NOT	1.43135188264094
RASSF4	3.44037530181943	2.67166843042152e-06	UP	2.29498471278549	0.00313711385944752	UP	1.0075390175381	0.277651743000838	NOT	1.42529726674322
CALU	3.53424278553915	1.65926130434384e-10	UP	2.59454713019055	4.5181086111272e-06	UP	1.05469270626039	0.0907388091747239	NOT	1.42485737301836
C20orf194	1.96332220629631	0.000169174511725673	UP	1.31608441689504	0.0163000093938857	UP	0.270904601220502	0.696081311052613	NOT	1.42151300385531
LINC00311	2.91072551450552	0.00333856165564414	UP	2.14278773039048	0.0443118961954492	UP	0.744839348788581	0.601617256527771	NOT	1.42104681692836
FUT4	1.66430361857399	0.00206709996044497	UP	1.22638935803541	0.0301109909844779	UP	0.124271151298359	0.881638921208772	NOT	1.41576131597727
DENND5A	1.99403595809995	4.45485875524122e-07	UP	1.06069141007211	0.0113903821700864	UP	0.291743868294483	0.56485366190895	NOT	1.41054822151098
LOC100506860	2.55906420842665	0.000188621758339988	UP	1.97695762710604	0.00534675798573641	UP	0.576944362676999	0.505124743224378	NOT	1.40517548307265
SEL1L	2.20279549044641	2.49227836684932e-10	UP	1.38814429510836	0.000117356277031037	UP	0.399600937974231	0.346490687828817	NOT	1.40359361449795
PCOLCE	6.20389435875288	4.4780355991724e-17	UP	4.84595822323123	1.03556069177398e-10	UP	2.40028828146337	0.00268423673003906	UP	1.40331779582614
INHBE	3.57798094064316	0.000675257088988716	UP	2.92682897388812	0.00717078054833501	UP	1.09052069668867	0.39916258840079	NOT	1.39693954726581
FGF5	5.11263278077525	1.27345294395362e-08	UP	4.05160011650033	1.02086560268564e-05	UP	1.86427287324932	0.0638721437815541	NOT	1.38408703427662
NID1	3.87776703310708	5.45098521233478e-05	UP	3.08458478322933	0.00180275329368501	UP	1.24712808665237	0.264334517979728	NOT	1.38351085980234
TCF4	5.34868740247833	8.61874350375102e-21	UP	4.30748040109825	1.02051502082666e-13	UP	1.98451713803565	0.00137639151871983	UP	1.37965312640703
LOC100130872	5.05982641078443	7.99244006734707e-06	UP	4.43827742174592	0.000122864950753677	UP	1.840403496176	0.171650000128336	NOT	1.37901941843243
RCN3	4.52000965765602	6.30472363559714e-06	UP	3.76563350972819	0.000234491745884596	UP	1.5718451957036	0.169146400487264	NOT	1.37631926624883
APLF	2.2415425059674	1.74814639336379e-06	UP	1.53783770951911	0.00171122918676698	UP	0.433407908709777	0.48253670450191	NOT	1.37472668854784
RUFY3	1.40256388261846	0.00713553452335703	UP	1.13788235410145	0.0352835899548286	UP	0.01530861205727	0.99309496424715	NOT	1.37194665850392
SGIP1	4.13326023288538	4.24406623153601e-05	UP	3.83039869831557	0.00018801917048251	UP	1.38113005524999	0.240677488206143	NOT	1.3710001223854
CFAP44	1.62592239875189	0.00401550416304339	UP	1.59479755365579	0.00515862443796901	UP	0.127794710397957	0.882900934105102	NOT	1.37033297795598
FLJ43879	6.14443322188258	9.85529398197123e-09	UP	5.77845080007151	9.31865777386402e-08	UP	2.38725921419993	0.0774300278983694	NOT	1.36991479348273
LOC101928034	4.84978001986975	1.22858922503535e-05	UP	3.94079786045332	0.000559355058434636	UP	1.74128556606567	0.191323790108282	NOT	1.3672088877384
NEGR1	5.89202270512753	2.81005793975309e-14	UP	4.9231245487364	3.77804575499242e-10	UP	2.26660887710009	0.00946826139912834	UP	1.35880495092736
VPS13B	2.53459693110929	2.67808292373195e-07	UP	2.06238990244782	4.15412971502017e-05	UP	0.588352015005562	0.319049365252178	NOT	1.35789290109816
GPRASP1	3.54452020501742	5.29470655589256e-11	UP	2.53951871234197	5.26730429504707e-06	UP	1.09574113140891	0.0845907036941005	NOT	1.3530379421996
FAM196B	3.5227090276083	0.000173052429828775	UP	2.9263312548901	0.00241315838089487	UP	1.08545995058613	0.33466219870257	NOT	1.35178912643605
SCARB2	2.18568457778063	5.10267930596672e-07	UP	1.30687006768524	0.00418951583275694	UP	0.417282255458987	0.43671894957412	NOT	1.35112006686266
SSTR1	7.34918925921749	1.71532546232406e-10	UP	6.55778698484823	1.82976948910317e-08	UP	2.99970856922472	0.0205376610269451	UP	1.34977212076805
STIM2	1.64256742103272	5.62100491686551e-05	UP	1.08899694573183	0.0110341732386796	UP	0.146598477167762	0.804004721162862	NOT	1.3493704666972
HEPH	6.15541973004071	1.30424954330275e-12	UP	4.6636860824222	1.46272111572738e-07	UP	2.40688108489111	0.012709328279493	UP	1.3416575602585
ADAMTS2	3.24113020422523	0.000752086408502608	UP	2.75838010512957	0.00523980258411464	UP	0.950771696550306	0.408877031669099	NOT	1.33958681112462
GLT8D2	7.55703312808817	9.53898543794371e-18	UP	6.1593297396091	5.29803229877561e-12	UP	3.10967884988539	0.00127095520329454	UP	1.33767542831739
IFI44L	5.70541234825255	4.02301710335902e-14	UP	4.39676807450504	1.06737269194275e-08	UP	2.18612371053342	0.00806041244005374	UP	1.33316492718571
BHMT2	7.20208726490045	7.36724706351949e-17	UP	5.95379446963796	1.1489635646836e-11	UP	2.94172004597801	0.00273398772788907	UP	1.31864717294443
ZNF75D	2.07967392285802	3.61189325498773e-06	UP	1.28366967320756	0.0068153127739833	UP	0.382419970371035	0.510945431289359	NOT	1.31483398211595
DLG4	2.53248648861655	0.00187835491838729	UP	1.98601586438102	0.0188953267845505	UP	0.609177492794786	0.549570512357045	NOT	1.31413150302698
GLIPR1	4.97157644267029	1.20231170939945e-13	UP	3.99355601126562	4.98372259217354e-09	UP	1.83029787112449	0.0153877540373212	UP	1.3109807004213
CSDC2	4.89142358635493	1.39706169582691e-06	UP	3.98674397959107	0.000128681139044994	UP	1.79107682144965	0.139660776213774	NOT	1.30926994345563
METTL24	7.02885757113655	1.87726623383658e-08	UP	5.77948271172864	7.96775248438867e-06	UP	2.86038604793175	0.0766395422708757	NOT	1.30808547527306
SMARCA2	2.50818937214226	2.57539338735729e-06	UP	1.81099383743211	0.00101566645521648	UP	0.601237767439798	0.349200506404144	NOT	1.30571383726267
TBC1D22A-AS1	3.14223829647968	4.19902178766961e-07	UP	2.51713468187232	9.2139931090164e-05	UP	0.918395280046508	0.274381451286068	NOT	1.30544773638667
CLMP	5.48098620441459	1.39157902950458e-09	UP	4.58546147980094	6.13134247690487e-07	UP	2.09041097782191	0.0357733946333027	UP	1.30016424877078
ANKDD1A	3.02910008614021	6.7271259344357e-05	UP	2.32657572805912	0.0031037899971277	UP	0.867110027391804	0.349203207285541	NOT	1.2948800313566
C22orf46	2.66478737664477	2.19354423145248e-07	UP	1.70664795401646	0.00164475861331435	UP	0.686384719757688	0.283457278849286	NOT	1.2920179371294
ADAM21	1.84834829783469	0.0238594550772714	UP	1.66672853543153	0.0450394955104715	UP	0.279074014016771	0.820930273583749	NOT	1.29020026980114
CAP2	3.07377602344094	3.53924238643643e-08	UP	2.48280503599824	1.32962598583493e-05	UP	0.89254536103096	0.176768041726956	NOT	1.28868530137902
MON2	1.54498584796316	9.9659786434453e-05	UP	1.04440882097575	0.0119041293171181	UP	0.129051552936132	0.81966971200963	NOT	1.2868827420909
STAMBPL1	1.73644986305444	0.000230573605191425	UP	1.08220934676622	0.0310296947850488	UP	0.225469102756486	0.72805187377917	NOT	1.28551165754147
LINC00936	4.88476480701805	4.998915485595e-07	UP	3.03463388908223	0.00350526478917943	UP	1.79973329939917	0.124169475540617	NOT	1.2852982082197
ITGA5	3.44102039150057	3.28634911256547e-11	UP	2.46195061970451	3.60208176389313e-06	UP	1.08086682120312	0.0626669627183347	NOT	1.27928674909433
NDNF	5.05197144912594	5.66161126654859e-06	UP	3.31754842828138	0.00447970173438391	UP	1.88849408052112	0.140100721504577	NOT	1.27498328808369
SYT1	3.74480742813693	0.000144264197257494	UP	2.8176832474724	0.00615246303520608	UP	1.2367981444532	0.307374106068019	NOT	1.27121113923053
ZNF91	2.08333733749889	0.00065382824225917	UP	1.87554481985561	0.00264824335605295	UP	0.406334255931892	0.604657034414991	NOT	1.27066882563511
