TYRP1	8078.69365431728	-14.1896139188158	0.92717719376525	-14.2255590490239	6.35940994452037e-46	2.27018216199488e-42	DOWN
KRT16	8358.63957996136	-13.7863182262357	1.03217107546306	-12.3877897086967	3.04315592799896e-35	4.67295512995749e-32	DOWN
KRT6B	2661.12754791213	-12.8887026194056	1.03266527196912	-11.5126391311056	1.13937345214514e-30	1.01683383736693e-27	DOWN
KRT6C	955.99973842217	-12.2214939270519	1.16370623555877	-9.64289232468	5.26822714273542e-22	1.77419974095631e-19	DOWN
LGI3	702.19203840316	-11.8591948019423	1.16856814305486	-9.29273561536115	1.50372796981729e-20	4.19375633332326e-18	DOWN
OCA2	661.809457371051	-11.8272308985072	1.16925783534968	-9.25991733488723	2.04590545758545e-20	5.61805638652964e-18	DOWN
DCT	774.582586286291	-11.8131312005402	1.12341631716386	-9.62522177694431	6.25717992684784e-22	1.99436436632691e-19	DOWN
KRT75	929.254996759682	-11.7825899556317	1.14544333297545	-9.41346432880482	4.8004813305927e-21	1.42806318782915e-18	DOWN
LCE3D	793.323817802191	-11.770868822164	1.16544640540172	-9.24183966953966	2.42294972362357e-20	6.35988670837604e-18	DOWN
KRT1	575.334164415289	-11.6825885836502	1.17364351904243	-9.10207265692236	8.86241166315976e-20	2.10913581034318e-17	DOWN
KRT17	22170.1642815072	-11.5428287436064	0.770778763979386	-13.6781515478914	1.37134570689918e-42	4.07952492040725e-39	DOWN
CRCT1	516.224217361724	-11.4990864806489	1.18048512572544	-8.89387443505223	5.90143770649235e-19	1.21074438647336e-16	DOWN
PMEL	4534.52508471441	-11.1394371102161	0.527746794870838	-19.2126929216077	2.89834385511469e-82	5.17325394699422e-78	DOWN
SPRR2D	664.649194508852	-10.9944422369184	1.09835396097644	-9.09947302237003	9.07711801446628e-20	2.13180894000275e-17	DOWN
TYR	893.863497222195	-10.9661698112455	1.07654002149606	-9.25759341245451	2.0909166194038e-20	5.6546622332937e-18	DOWN
KLK5	1680.57407399629	-10.9422832044287	1.0840588242789	-9.17135028262163	4.67130521874486e-20	1.15802953957468e-17	DOWN
SPRR1B	754.612431353721	-10.9402744569928	1.04739511123693	-9.49047245910262	2.29989477633394e-21	6.95776641742111e-19	DOWN
KRTDAP	284.816704393325	-10.5373679445835	1.1211485979731	-8.50678309889151	1.78825622768231e-17	2.9554245748057e-15	DOWN
TRIM29	4024.37557563159	-10.4647311221276	0.979975637660549	-9.65812899667822	4.54081088412371e-22	1.58919477393577e-19	DOWN
KIF1A	200.920322846114	-10.3285236056483	1.20958091392139	-7.7121947761277	1.23672189826128e-14	1.18678758935836e-12	DOWN
CALML3	221.772651410361	-10.2507458683921	1.19744160977546	-7.72542543441992	1.11480383680889e-14	1.07557479368659e-12	DOWN
NOS1	180.604988940379	-10.1798196787202	1.21605241876118	-7.54886840163679	4.39056226632758e-14	3.73432093158194e-12	DOWN
SPINK6	148.501873100119	-9.96286462348194	1.22161367903729	-7.33690591165061	2.18588159502617e-13	1.57321776571057e-11	DOWN
NCCRP1	229.239229052899	-9.94765338222598	1.22551941507906	-7.30111108166226	2.85400993828778e-13	1.98214876998049e-11	DOWN
MCF2L	167.483891150818	-9.86128901736685	1.16356458218655	-7.61564003668354	2.62387990221782e-14	2.37734174490791e-12	DOWN
HOPX	133.529972993314	-9.764589512096	1.22902745501617	-7.1313211729519	9.94100498661678e-13	6.35974903247752e-11	DOWN
IRF4	281.314616768429	-9.72368636336176	0.998791811056858	-8.73423897431729	2.45302018802542e-18	4.46775074857814e-16	DOWN
LCE3E	131.472294372251	-9.71438593007654	1.2315638830441	-7.07586999753264	1.48514041390113e-12	9.17241219644333e-11	DOWN
KRT31	115.215649915089	-9.66504734538199	1.23008943920605	-7.04424171869547	1.86474190083395e-12	1.12826366738933e-10	DOWN
S100A14	1627.23678016607	-9.66050568069636	1.0747704458514	-8.05800505040475	7.75496156920897e-16	9.54609027922833e-14	DOWN
MAL	114.608775536724	-9.64406717089805	1.23010512802897	-7.02709628139561	2.10875860935843e-12	1.25464108061462e-10	DOWN
SPRR1A	503.1139750867	-9.60528679205364	1.15259483316786	-7.46601194489341	8.26618463134205e-14	6.58674685200108e-12	DOWN
CALML5	115.587845105913	-9.59988498198341	1.23381561931312	-6.97015408734338	3.16594036709808e-12	1.82286676168818e-10	DOWN
LGALS7	137.093624236527	-9.56700735752927	1.22723150999036	-6.98075895850862	2.93589658238019e-12	1.70693218563205e-10	DOWN
GJB2	240.974304659725	-9.5220397811182	1.13943893748866	-7.47915443358547	7.48023302501314e-14	6.06571274337033e-12	DOWN
SULT2B1	152.768098835922	-9.51942339158052	1.19954764695247	-7.10219674326793	1.22789255873508e-12	7.71713178903607e-11	DOWN
KRT78	137.526079349175	-9.49115626776356	1.21560608394405	-6.98512156192397	2.84609439868733e-12	1.66557176794001e-10	DOWN
PKNOX2	100.155939276952	-9.46761827647914	1.2356843833657	-6.85257367533889	7.25330081180288e-12	3.864601975817e-10	DOWN
FGFBP1	1228.39839488928	-9.43066189781507	1.08255422240623	-7.78775023303306	6.82128541984776e-15	6.72669190380456e-13	DOWN
CNFN	156.589247800367	-9.3585527478675	1.17530100096772	-7.11184006563871	1.14505910710603e-12	7.27336654901623e-11	DOWN
LCE6A	95.8400458416861	-9.34950941944758	1.24260887267651	-6.71933832362166	1.82551607467734e-11	9.02593806562768e-10	DOWN
SOX10	553.735444359247	-9.34723860129247	0.919542186490636	-9.07760266350485	1.1099251501939e-19	2.53987871869372e-17	DOWN
GREB1	129.052643475698	-9.3375159058924	1.12666858421971	-7.40014945181656	1.36031312116761e-13	1.03761661964618e-11	DOWN
RHCG	125.566526595692	-9.33104358755924	1.14598606520087	-7.26975993909572	3.60126908855127e-13	2.45339892983021e-11	DOWN
TUBB4A	118.967340069003	-9.31096629039387	1.15945311255714	-7.16800550223566	7.60982451085971e-13	4.92129556863532e-11	DOWN
PKP1	2693.87768467957	-9.29311133896974	1.03726593088074	-7.99516410601484	1.29401393556132e-15	1.50959834874732e-13	DOWN
LAD1	1069.89810748315	-9.25510332773892	1.10382615861928	-7.47862628845902	7.51035081116501e-14	6.06571274337033e-12	DOWN
SERPINB5	1102.04440253717	-9.23441462183345	1.0442132558675	-7.88575951853105	3.12628149404789e-15	3.30183422409828e-13	DOWN
LCE1A	88.4700674999231	-9.22813620508485	1.24675410969087	-6.59964634656386	4.12139735698585e-11	1.89107510089564e-09	DOWN
KLK10	535.722525341802	-9.21761974506372	1.11578472072312	-7.3648792571187	1.77307276433655e-13	1.31864899044346e-11	DOWN
LOC100130899	242.624366294657	-9.17984529869697	1.09193799830293	-7.49112615497391	6.82851418610376e-14	5.59092429852138e-12	DOWN
LGALS7B	104.818702228526	-9.17854783072978	1.22034952760359	-6.70180767537155	2.05856866056868e-11	1.01221465626695e-09	DOWN
FAM83F	170.638609456954	-9.11300556023911	1.07474403257079	-7.54877935058899	4.39356488112615e-14	3.73432093158194e-12	DOWN
FAM69C	74.4314234529421	-9.02253121205557	1.25074450477781	-6.41420464484128	1.41559946345867e-10	5.76872941170634e-09	DOWN
SPRR2A	188.144109242251	-9.01643685102258	1.059644186425	-7.56521571459589	3.8722147866956e-14	3.3388967018227e-12	DOWN
TGM1	446.119408238685	-8.97288215027761	0.796081229460419	-10.0151615880726	1.30748074031468e-23	5.55648184139922e-21	DOWN
ALOX15B	79.7303743507505	-8.96213491194247	1.25327324441243	-6.35307180412629	2.11057135145478e-10	8.33442213542399e-09	DOWN
RNASE7	688.063636799214	-8.91003183189291	1.08401734487927	-7.29696057840652	2.94340987263012e-13	2.03631483785175e-11	DOWN
KLK7	200.355156029661	-8.81745857606587	1.07817313698041	-7.25065233767543	4.14769078554559e-13	2.7831628883911e-11	DOWN
LCE1B	62.7229794736801	-8.81545285640767	1.25993596008328	-6.20305563458249	5.53772515280499e-10	1.98356740917877e-08	DOWN
CDH3	1762.45249510176	-8.80761855603216	1.12085710701378	-6.9657572826865	3.26641878073968e-12	1.86446989640338e-10	DOWN
TMEM40	363.41841513759	-8.78983477795516	1.04208591601748	-7.4752327598145	7.70673227619006e-14	6.19628218007731e-12	DOWN
S100A8	220.797310987163	-8.75664502441808	1.09233163577878	-7.10099824115042	1.23858954231026e-12	7.75704727743715e-11	DOWN
KRT14	39724.0170111805	-8.74764960578348	1.4298804310054	-5.41838984420246	6.01381734868505e-08	1.35360183930239e-06	DOWN
GJB6	59.287017782114	-8.70185129425043	1.26242723768192	-6.10082788485508	1.05520484940094e-09	3.49431379535388e-08	DOWN
IGFL3	55.1300871186529	-8.69029844020697	1.26370707535469	-6.08550714812489	1.16123143203545e-09	3.81007717470602e-08	DOWN
S100B	53.5074362834296	-8.67947331516847	1.26346289777731	-6.07811541492692	1.21603221169738e-09	3.95501520858859e-08	DOWN
LCE1C	59.907398062115	-8.65119332906559	1.23473102044555	-6.196647854773	5.76783473633962e-10	2.04266036128821e-08	DOWN
SLC45A2	128.741850617941	-8.64991880342935	1.0199012227853	-7.50064676120086	6.35037111398048e-14	5.24758213025174e-12	DOWN
DSG1	58.7931169722371	-8.64362341841687	1.23264565575358	-6.20099002721422	5.61090696688695e-10	1.99898360183563e-08	DOWN
GSDMA	135.659107409584	-8.59160862252123	1.02065643707702	-7.43796673076619	1.0224680088886e-13	8.03966144962668e-12	DOWN
AIF1L	234.544638139099	-8.53996827277665	1.09445448693971	-6.8892478972422	5.60881261430251e-12	3.06151976613717e-10	DOWN
FAM155B	47.9331567621318	-8.52808275982963	1.26898326235024	-5.93237356487047	2.98586305957826e-09	8.82362081960468e-08	DOWN
TINCR	101.996377399838	-8.45366307303145	1.13889801101849	-6.54462735110568	5.96439203628042e-11	2.60927532979336e-09	DOWN
FXYD3	503.119872784764	-8.45286182192559	1.09897655845601	-6.7816385750724	1.18820428599213e-11	6.16519136647487e-10	DOWN
SPRR2E	45.8310631187437	-8.44748318692429	1.27169355023008	-5.85635052216538	4.73149052180385e-09	1.34264506078978e-07	DOWN
TFCP2L1	321.538278979997	-8.4410598353572	1.13138636231917	-6.57693965844187	4.80229544999886e-11	2.164549785026e-09	DOWN
PRR9	82.1930965709111	-8.4232472263827	1.26868170208248	-5.851150224834	4.8818503165833e-09	1.37873649209961e-07	DOWN
LOC80078	126.49357617583	-8.42054730245108	1.13227067178197	-6.55368675298512	5.61336544623204e-11	2.46174348525297e-09	DOWN
