0d	90d	120d	control	std
ADAMTS5	8.72247176223766	7.75122659027528	4.61520158743145	4.04834971665397	2.3008634859727
COL5A2	11.9983429547907	11.0105523791318	8.48122876221339	6.98656638299253	2.29651336730814
FBLN2	11.3329225485582	10.0721312977042	7.60638740777574	6.27864931495545	2.29593161158521
ITGA4	8.6498317973462	7.78018090679985	7.42864373498522	3.48546246186443	2.29192726479761
CPZ	6.90287769416625	5.96498214406568	4.06444802380901	1.7291270872048	2.28604914429226
MRC2	11.6830011305782	10.6969796918735	8.63026627247717	6.55144672773181	2.28039685133852
STARD4-AS1	7.06300407241445	6.81940402579924	4.54508223895927	2.19051408720947	2.27822267774924
CXCL5	7.6939247060818	7.50496876273257	5.7514945558295	2.78283633045861	2.27511293550429
HECW1	5.62801477763427	4.20027972918406	1.94243254866482	0.534692384258988	2.27449653004538
DPT	5.64861285853954	4.78171230011766	2.7664833784209	0.564208797788538	2.265830390439
SAMD9L	8.90033733267383	8.17478733977805	7.53956404972158	3.81520869712275	2.2641576307398
ADGRL4	5.47683153257553	4.90327478103069	2.35584889632613	0.621780280250456	2.2632681088279
WNT5A	11.6320027300759	11.3560996038728	8.94245703755458	6.81857698326419	2.26208779749241
FBN1	12.887068252737	11.8555874656482	9.31185314656513	7.97215596576124	2.26106338358096
CD248	10.9338526765311	9.25815696796985	6.57514163535057	6.17593244361318	2.26020224506924
CDH6	4.04989987190612	3.61103872940238	0.541572815701632	-0.510186670548452	2.25106761559671
DKK2	4.38852154638491	3.03020382853906	0.895597689865609	-0.676024763483946	2.24458318874436
CCL8	5.66111100724554	4.34049115558836	2.41075859357609	0.535835838373012	2.24150021087037
LAYN	9.65312168083504	8.60010435546755	6.64526269601576	4.5818908752693	2.23790064941876
TRHDE	6.57297748035961	6.27612328342755	3.84800783364083	1.83212152253399	2.2304332746175
LRCH2	6.68387265330968	6.09934545385888	4.08766205866398	1.76437264186164	2.22710565044202
BHMT2	6.80713799461553	5.594908239382	3.17394399881259	1.92129095469577	2.22610969229396
HOXA13	5.67336243055682	5.3637997858813	3.25523635357092	0.903949851108259	2.20898371266092
KCNA3	5.4133306319101	3.75722979922989	1.83483862115579	0.36553414462604	2.20579855751116
FN1	15.9809877076979	15.1899597332956	13.0711687706789	11.0868685543831	2.20429984166348
RFX8	6.61166865144561	6.28495053986747	4.59443673044753	1.79426541411684	2.2031869442891
TNFAIP6	7.04484319147968	5.78414185450174	3.09700358696069	2.38822891968307	2.20064687722901
TMEM47	9.23884128025414	8.04601798626081	6.07478080120358	4.24472117692386	2.1996229493771
JAM2	7.83505827696431	6.19482088347611	4.00826928762867	2.92757100351644	2.19927947397235
TMEM176A	5.12345995295164	2.20971055238704	1.46234343020535	-0.126638604197844	2.19846904164104
ASB5	4.94012981027724	4.25691664354708	1.86532311340366	0.174625905810202	2.19610485189921
F2RL2	6.37258329160264	6.20600402757696	3.61870249305923	1.80995036144029	2.19317556484691
SHC3	8.14036321804489	7.54036945562106	5.02242158180267	3.45525647918416	2.18929200315352
MFAP4	9.38050951025699	7.67498651792425	5.64703190579662	4.44477692977724	2.18329626035883
RSPO3	5.74094931047847	5.28986559372071	2.56637110997327	1.1916306843104	2.18098956987248
EGFL6	5.36013410677934	2.54449690338436	1.69375249474033	0.169973095455541	2.1792959744424
IGSF10	5.63824065465824	3.91496777768961	2.20684388339813	0.58230036594473	2.17887942088363
GLDN	4.45329257562749	2.52078355740633	0.718494755465764	-0.546031539375536	2.17809500067598
ITGA1	9.69200020177945	9.02063690098509	8.10409279937778	4.79187194884281	2.17326077145342
TLR4	7.22990021375089	6.19622579532301	4.30153942745519	2.31600974102956	2.16753201576098
MIR549A	4.87722621293078	3.93023630770417	1.41422353662282	0.237354005429439	2.15581217052125
OLFML3	8.96120718569093	7.24128609678917	4.80564648176496	4.37102663051075	2.15360540718654
MMP1	11.8612383009767	11.267284965202	9.32138271730303	7.10105298879782	2.15129611513918
IGF2BP1	5.99204230462323	4.7421803272218	2.90428294670536	1.07078009081938	2.15124021965012
MAB21L1	6.87500150643965	6.06218745826963	4.34533569745027	2.01962857492434	2.14734910218534
TBX15	5.47729486718468	4.85404001340901	2.49536698010389	0.837821454350149	2.14565182883546
TRPC6	5.09208706651838	2.43614430471522	1.4643941415023	0.00609328720858186	2.14199300388656
PTGIR	6.29462282460206	5.17291810211118	3.58944348104606	1.36653035185731	2.13696893102403
S1PR3	10.0916746888253	9.1926349958614	6.59969541111508	5.55705178368483	2.13293427102066
TFPI	8.58954690084745	8.10053459221534	5.92009160592387	3.97029206088876	2.12754931662262
SFRP4	5.30059373196739	3.93972328657581	2.28590857470914	0.392154912862014	2.12013588413877
TRPC4	5.87424102157291	5.30830550112359	3.72912317499169	1.14880205907714	2.11551667727805
VCAN	9.55646575775949	9.1448995487194	6.41811969918837	5.23457732571768	2.09809523004596
LOXL2	11.2724788400195	10.4215958067456	9.44343260936258	6.46646537913728	2.09422561794564
SLC1A2	6.99489050538006	5.08928310439174	2.92821966509603	2.45426407918873	2.09413056703333
LMOD1	7.19976066671185	6.22048402792868	3.522258894113	2.85023452107824	2.091490638345
COL12A1	14.4900064183861	13.2514767740197	11.7540455616058	9.64971883995864	2.08348611575665
PIEZO2	6.73103390940168	4.16690287772772	2.66876409053473	2.05126630022273	2.08324007217124
MAP1A	11.1561316773128	9.76578424621803	6.85362985448	7.14603118112007	2.08075991253649
RBMS3	8.64963271367263	7.5701637839132	6.1121332503292	3.84348001055527	2.07894350188335
CHN1	8.42820722213433	7.50172108799456	5.69559345454034	3.73382552257205	2.07505906622638
INMT	3.74175495880663	2.58118417940539	0.256317134440979	-0.765397039914875	2.07079157549004
MMP27	3.95314249520662	2.07260318305155	0.237178096557361	-0.72279701379956	2.06788598834789
NRP1	11.7353106569264	10.9991916313152	9.33825412936774	7.08605499184734	2.0625041849456
TBX18	7.69364599071215	6.73040673238354	4.6112142327187	3.13165980097085	2.05896355501085
LAMA4	11.5757461568724	10.3463733574226	7.86824222951884	7.20747075003076	2.05688346970339
KCNJ6	4.79605232210955	2.32514878615971	1.11493095866276	0.0109182219999534	2.05330346736711
OLFML2B	7.24350750378289	6.04231407733006	4.0012996104891	2.6515777262874	2.0519336200555
KIAA1644	6.86577071318454	5.13484503275533	3.01263919796821	2.3808283025131	2.05030455817009
ADAM12	9.55584575832963	8.7414030841635	6.13362765200764	5.26832333384132	2.04876526630314
LOXL4	10.1184368524373	7.70954724629209	5.905868085089	5.70992813070707	2.04681788583926
LAMA2	9.58146121876284	7.98343630057077	5.54133624247225	5.318449937729	2.04461165746642
DOCK2	6.83746970871302	5.36053001427806	3.3447049101995	2.26295658992347	2.04400787813696
XAF1	8.47481662155189	7.38344626877889	4.83682576870418	4.17605956471953	2.04357930159902
PLCB4	7.35071780872928	6.21613669759162	3.65846456987826	3.0689896301558	2.04219870389447
IL1R1	11.5743206017148	10.3823381461039	8.55209625311444	6.92885733897894	2.04218450761238
RARRES2	8.79599204050687	6.66110224764318	4.79672032862909	4.30502511758183	2.04102703148884
SCN8A	8.87920796978952	7.6668480988662	5.00030209824531	4.70215793703189	2.04026590307603
WISP2	5.55987914333242	4.23796654703263	2.0658736508428	1.07437542758068	2.03684060752005
GRIK2	7.95972712502819	6.93960177757556	4.49779707587594	3.61321102450834	2.03567342926578
DSEL	11.1260865584051	9.63924352941156	7.11271796024444	6.93090557970084	2.03447074986894
ITGA8	5.84514469603615	5.68515578818185	3.73670049157532	1.52138222985043	2.02499338613371
MYLK	11.3967841456661	10.2567259931638	7.79990669525412	7.11806164290633	2.01859715895226
KIAA1462	9.21123686234881	8.43566713677891	7.39855174988097	4.61139156688023	2.01069777076675
COL6A1	14.5067204854293	13.6554797057754	11.5224167014855	10.0879383325558	2.01021045903141
HEPH	7.63153342753936	6.18379165326929	4.20024976484949	3.16813702770451	1.99761189062613
MEG3	9.34746569622556	8.52535578426216	6.16470831210121	5.07512131390448	1.9942147579436
FAM133CP	5.07563902994629	3.77994445304686	1.68400646033486	0.682139416167353	1.98909368955918
SCN9A	6.49814555847533	6.30162313727038	4.76981762842263	2.20564460146693	1.982207409191
SLIT2	11.3088954487124	9.54674910092863	7.61163673855549	6.92772527575205	1.97992454288209
PRKG1	8.39602898371882	7.76099611176085	5.43192744210332	4.17751788398166	1.97535695113008
COL6A2	13.9375391985595	13.1540384755383	11.0166439496874	9.6252528378511	1.97268997303582
CMAHP	5.60356590094284	4.12412682634227	2.20035046194434	1.183347012526	1.97256913167625
ZNF883	4.68882876849389	3.65723862036729	1.2348125792638	0.519549274233045	1.97066278028957
CH25H	4.91635857455883	3.47891432564273	1.27398088642383	0.674768803300924	1.96655925586249
MAP1B	11.9637473868048	10.8870443301238	8.6815623814399	7.68808030574646	1.96421920364706
CLMP	10.1177975752683	9.19041997164821	6.90885554422214	5.88259858075331	1.96415101776563
DCHS2	5.98766256061863	4.93834809144452	2.68515702770786	1.73985950352488	1.96325030429899
DPYD	8.13667727515072	7.11962281224503	6.62811289150815	3.57629285498776	1.96251639193289
NBEA	8.69704855061418	7.88750558000746	6.84921140027773	4.19044199277476	1.96203026982596
LOC100131315	4.10574820252618	3.66009246493964	1.07702805282643	0.073093869240633	1.96173223370427
PCOLCE	9.71606440626311	8.22431408455271	6.57304905548981	5.20530111783756	1.96134944770345
LINC01305	3.69001213880147	2.27786407479937	0.264332856778124	-0.650684325561075	1.95872081209596
DZIP1	8.73098889678362	7.80338628497534	5.21900343586394	4.70452317152366	1.95690214303386
EBF1	5.92060138330343	5.39538771256183	3.30610301644018	1.68091210068613	1.95554982568248
SLC2A10	8.58262755644128	7.28609068252184	4.70486872267024	4.64477779724214	1.95506891710647
ITGBL1	7.73691536157205	7.06617402709162	5.74702935697402	3.30799772151226	1.95443424965746
WISP1	7.25014599364548	6.44687939820937	3.76569385710515	3.29383447336064	1.95346154818165
CPE	6.69190483743927	5.40785419131286	3.89686395660767	2.16782860446271	1.95146794941027
HSPB3	4.98528251938073	2.93956955525545	1.43808352016557	0.523532328733046	1.94942036493395
COL13A1	6.97470149945121	6.34097719471405	5.23377596848156	2.5616124086281	1.948455250419
VSTM4	7.67171350243892	7.6927304739857	5.67920642148738	3.61391610631828	1.94492235771571
MXRA8	9.35081725742069	8.30250184039491	6.19593555679325	5.08550288691977	1.94218337028886
NID2	9.97799378997055	9.52705345152309	8.37891316892522	5.65288648919381	1.9413392371378
CLGN	3.91787990353984	2.37668711353359	0.432521128096414	-0.391111824557685	1.94098931612353
FLI1	6.47852717445315	6.23174503372776	5.84837122959606	2.34442332481328	1.93831346452594
PALM2	6.64563688691047	6.39392918607621	5.77742365514867	2.46968789273669	1.93598738064846
DAB1	4.99854040963453	3.40742281577211	1.53962163790012	0.672025131459043	1.93516394974335
ARHGAP28	6.11785510043708	4.40312670566994	2.31938028553719	1.98538052439382	1.9309993546052
MIR100HG	9.50016055911697	8.51892107827215	6.69049659620233	5.16084906007476	1.92886564548103
MIR99AHG	5.87130540008523	3.88742519885291	2.17930884510534	1.57616799402065	1.92869072133741
FENDRR	3.83418436674429	2.83805082130943	0.746342902573874	-0.391498979937497	1.92534336288896
GPC6	7.08333032050554	6.56117150815	5.67364474405492	2.76997895447178	1.92477234606859
MIR143HG	5.04920514415073	4.31806961865303	2.32292265117303	0.814468662755711	1.92421916999686
CACNA1C-AS4	4.81888470374639	3.51880869253245	1.90204440750679	0.409788436033277	1.9180077867351
SLC1A7	4.00896770053651	2.72612521670065	0.573942453209992	-0.14471118307588	1.91677217579814
ADAMTSL1	5.61021974269813	4.47734366058589	2.17663361864271	1.53443742984286	1.91597023018507
NREP	8.74671864722325	8.48645347189784	6.39792965541013	4.69150094474581	1.9084206747987
ACVRL1	7.83759734960073	6.35632735790302	4.63930105215929	3.50610242398378	1.9048448957992
OLFM4	4.66132127319982	4.5552039534712	3.12585370964625	0.578429964668142	1.90144822384537
NRN1	4.65411484208801	3.334352809811	1.51428800315338	0.36967015273345	1.90107162493471
PTGS1	9.92151711461874	9.5245658413195	8.53643576855469	5.71409016947714	1.89824969191641
CCDC170	4.48786114601833	2.54787779066998	0.956864429656695	0.213186302299472	1.89383832615604
FBLN1	12.1421329770439	10.8714989738793	9.62127384622848	7.72346160246494	1.88345409018793
HECW2	6.6508555819764	5.89384995446002	3.69224226224574	2.60381150667998	1.88328451937744
NR2F1	5.92517250714012	5.28455132454397	4.47586704343706	1.65546921619238	1.88237658159028
DDR2	10.6634167222005	9.53907241843312	7.00562061828697	6.8811727748658	1.88076419603489
SERPING1	9.83085672252387	8.394430918834	6.2432514299061	5.82399883537361	1.87970760093674
LHX9	3.80953423283456	1.73844453482552	0.525498924924746	-0.577143121997641	1.87896783254454
TMEM35	4.10078799212677	2.05087964760236	0.733169451795618	-0.242926979840389	1.87886295091629
LOC101929415	4.16261789896447	2.91464103354983	0.938770998152303	0.0124834563038759	1.87880371067105
FAM26E	6.75428355984705	4.95495002827081	2.91102911516206	2.81161037970673	1.87825893056471
ENPP4	5.84439712394423	4.90009029247479	4.52920056489224	1.50438763094409	1.87694318909689
LINC00565	4.04166469028661	2.23570564646264	0.748067669029933	-0.271419215557614	1.87638965211474
GLIS3	8.54713543968936	8.29821928444239	6.46200661797446	4.50988226801532	1.87623511346334
STC2	12.1728541408191	11.0410203103151	9.00910708823493	8.08211548692154	1.86564529703021
IL13RA2	7.82236904576167	6.85729725856693	5.4801759457989	3.52282118351714	1.86524742242306
NEGR1	7.22771923737291	6.12025804652781	4.2727251436421	3.05280411247068	1.86411809958605
FGF2	10.2897506283663	9.37705493896753	7.08759149875248	6.34084495163219	1.86410248496588
NOVA1	5.89297745937026	4.30737793803429	2.35408731326321	1.84928420259867	1.85969799789907
SRD5A2	3.59659706746388	1.84635450809688	0.216353964345845	-0.599717935123251	1.85752069456725
PTPRQ	4.30654538127615	2.53656949404138	1.40197551760446	-0.0937824036852296	1.85686949159482
IGFBP4	13.0820159169951	12.1075886087738	10.2289625951635	8.96352959994809	1.84993276443804
TSSC2	4.55570647269504	3.92813420576723	1.92597559180253	0.527862377574644	1.84973123479252
TCEAL7	5.71965958684225	4.94282628613077	2.63443192388605	1.82151350175155	1.84954402039824
PLCB1	6.17507038602333	5.59295683727547	4.55374190266905	1.99548582842848	1.8484887699111
C9orf47	5.84343320551607	5.26501159666551	3.21158981054728	1.85370739936602	1.84563596135811
CCL11	3.66030426261185	1.13006697514094	0.151293814988803	-0.560704422679655	1.84516972306316
C7orf69	3.8095871022859	2.11959595503217	0.633094331343763	-0.43311550920827	1.84412418626037
COL15A1	7.72049872435795	6.18693910097731	4.94364167430057	3.38167421592319	1.84262449189192
MEOX2	3.09560876508221	1.22905523380442	-0.178288116744403	-1.1140375916918	1.83189045574398
MOV10L1	4.5672462869264	3.82799919271635	1.68073406800271	0.633444601780824	1.8318018572498
RAB3B	11.7979004796924	10.8324956443393	8.44996359958233	8.02536572208642	1.82823747201471
CCBE1	9.77648219911931	8.38364247519076	6.66611095504807	5.65489939652816	1.82620642086336
BRINP1	6.38653818413149	3.77383763805456	2.48944373400918	2.55123387223941	1.82280356757522
DOK6	5.32059012520407	3.76004241456506	1.97920848488038	1.27730984939257	1.82062827942313
POU2F2	8.17894914154728	7.42456620345985	5.38702734111399	4.22711752261574	1.81891743377412
KCNT2	3.7922824882848	3.43781120746964	1.01561099295428	0.0762891541299347	1.81873057498371
S100A4	9.58252623402569	8.15026810773591	6.66622412158534	5.38452658655429	1.81828315721267
ADRA1D	4.48914357236433	2.56759003963145	1.37689788601938	0.236924171209891	1.81679897741972
EBF3	5.48226645928069	3.74676569244621	2.22030446816032	1.37672696018073	1.80662217032051
FGF5	8.5111040011337	7.46606285779716	5.61572931413419	4.5130497741308	1.79860283355559
COL21A1	4.01430636185565	2.4138894432928	0.953605748043245	-0.100362511613859	1.78942409158741
PDGFRL	5.50598668004877	3.68422799955471	2.63773275346213	1.27222965968883	1.78530741459972
SSC5D	6.7971538122248	6.21972996298797	3.94501009032619	3.06897354836309	1.78504263950281
MKX-AS1	3.8295655215485	2.67588864417388	0.837485067158616	-0.130701898805428	1.78328577847732
KIRREL3-AS2	3.7082013105504	2.39533721213437	0.503802614066934	-0.202744435140824	1.78219012937765
ABI3BP	8.55794718567246	7.9701242952391	6.47371153058137	4.56736885419476	1.78106774131255
APOL3	5.77264301821938	5.11888005471577	4.22391621769972	1.71218654505389	1.7801819750697
MBL1P	3.66913201200106	2.20117412485742	0.647249664251329	-0.39176834162819	1.77940006848027
PPAP2B	9.96335587154893	8.49085571231089	7.45566678195295	5.7420370310879	1.77577309991761
LINC01279	8.60539352218723	7.36734841048696	5.199036480841	4.89437360667412	1.77523926266533
LOC100507156	6.24407544159361	5.85872118422186	4.37912823726323	2.32924352582031	1.77484436095639
RGCC	7.09002283908321	5.87303990477632	5.73985337299738	2.90325759127969	1.77286560781369
SYNE1	10.3303677291499	9.54537398775469	7.22417327990026	6.66456814715	1.7725433381626
IFI44L	8.85895067135404	7.76973796156394	6.27252020738437	4.80814564356386	1.76640197317223
GNA14	5.84050688918279	3.67633341212838	2.19214262719266	2.0419786909068	1.76350767762903
CDR1	11.9720685757455	10.7965242113272	8.45757969874347	8.43492258409009	1.76288767389212
ZIC4	3.01194407950702	2.7655694811066	0.313030708958068	-0.507514901477842	1.75908944832536
AGTR1	3.32530195560005	1.60513800422277	0.382162242669348	-0.786882578814324	1.75867362454831
NFASC	9.75219167136969	8.45599405078232	6.79936271224898	5.78178105924655	1.75819041675276
DOCK11	8.59165608747908	7.70012541447176	6.05199116507363	4.63251872857069	1.7573880421222
GALNT16	5.00654073655519	2.95673083501265	1.41384053692473	1.20501519323418	1.75720986223334
BMS1P21	3.73925130327278	2.43403134564861	0.50625534556124	-0.0297609661761965	1.74248916391621
