Row.names	res1_log2FoldChange	res1_padj	res1_change	res2_log2FoldChange	res2_padj	res2_change	res3_log2FoldChange	res3_padj	res3_change	score
KRT80	-7.37615507031838	8.76521349845173e-13	DOWN	-2.97004979642653	0.00526909747795669	DOWN	-1.61702761198613	0.162115214075169	NOT	-4.14209984634612
SFN	-7.99414410894158	4.47354092378175e-09	DOWN	-3.37937073342515	0.0208825700112936	DOWN	-1.94018795027677	0.222664358665145	NOT	-4.11376820838805
MDFI	-7.62673647746611	9.23299966692078e-11	DOWN	-2.66029910059856	0.0046590857024358	DOWN	-1.75773669120104	0.0748992567122564	NOT	-4.11126309506403
MPZL3	-8.37906862319432	5.99374942707798e-13	DOWN	-4.03268020936185	8.56252289660186e-06	DOWN	-2.19193863753729	0.0206982708227672	DOWN	-3.99519134811975
CYP1A1	-6.16197014328903	3.55580545031041e-08	DOWN	-2.50189576804692	0.00732562842144333	DOWN	-1.08481381498951	0.292669683660186	NOT	-3.99234251331002
NIPAL4	-4.32020947907839	8.91625142271676e-07	DOWN	-1.86949950377267	0.0387866201046467	DOWN	-0.164824737849634	0.899522869801184	NOT	-3.99056000337913
ZBED2	-7.28399328714501	9.08310416803908e-11	DOWN	-2.20674782482571	0.0338842333279866	DOWN	-1.6776130702045	0.122431151837277	NOT	-3.92876714673601
DUSP9	-5.55010898469527	1.34450005192505e-05	DOWN	-2.90976506081946	0.00261017947426053	DOWN	-0.835516727769446	0.423058002320153	NOT	-3.87907552915638
CNKSR1	-5.73569805710293	8.24043844455206e-09	DOWN	-2.05032618236774	0.0231759204283767	DOWN	-0.937668393562278	0.351840725460168	NOT	-3.86036126997837
PGBD5	-6.88242199387307	2.16713622121317e-09	DOWN	-3.00960604567236	1.47746054132067e-05	DOWN	-1.51298282739415	0.030831882464799	DOWN	-3.85645633908477
JUP	-5.90022288048503	8.83811680959119e-09	DOWN	-2.45412499630767	0.026082696382793	DOWN	-1.02973283902155	0.412798278717366	NOT	-3.84075720244194
CD24	-6.71250980116795	6.91689613429495e-15	DOWN	-2.6202944770817	0.0028225199365666	DOWN	-1.43918980337249	0.128753876479313	NOT	-3.83413019442297
GJB5	-8.27163549752428	4.62461767079831e-12	DOWN	-3.71840232591442	0.000211789711637424	DOWN	-2.30539885704843	0.0280863830990553	DOWN	-3.66083778342742
ESRP2	-6.03239559436742	2.49754129068045e-13	DOWN	-1.73326555360734	0.0307435642976152	DOWN	-1.20969615350948	0.153754449886425	NOT	-3.61300328734845
