0d	90d	120d	control	std
IRX4	2.12409512028681	3.28601695354445	4.35296811125537	6.9660784678014	2.06704949044168
OVOL1	3.2089698854668	4.48345858178854	6.24631229583953	7.91391396281588	2.05432149755802
SPRR4	0.988397461301965	1.27918707173622	1.69472995939865	5.37875533290677	2.04959112199445
PPP2R2C	1.92723800393589	2.95647302500136	3.8379663299861	6.68538435371175	2.04409237593769
GCNT2	2.57017624838578	3.50377066205355	4.02071673451213	7.24793641229238	2.03220044200653
ERBB3	4.30017893456976	6.66525095010379	8.0992687216808	8.94225381525745	2.0315691991704
ALOXE3	2.30084793400896	3.40390264065743	4.07494580332604	7.04911841748538	2.0308829205677
JUP	8.16325952979834	10.0659339025081	11.8209114111269	12.7642225593633	2.02932647913118
ALOX12B	1.65153443298422	1.93382824809399	3.92196769135502	6.02124949444301	2.02886794536669
VAMP8	3.6368703997611	5.40592730012385	7.25107610524046	8.15705271498166	2.00869261253374
TTYH2	3.46736678884354	5.0938609850267	5.98908065987346	8.2786375669695	2.00705301565849
ZBED2	3.32538054023584	5.62465486572522	6.63366035127989	8.09704224296772	2.00566720218987
AQP3	3.33162995030284	4.78109779833516	6.7483781056962	7.82442762173213	2.00520752664433
KRT16P1	1.07533045060696	1.5742185293034	1.68155117469919	5.40272578344213	1.99705766501082
CD24	5.60946462499952	7.76536130449744	9.03065805086507	10.2800437938163	1.99274378130563
MDFI	2.83983359901104	4.8724491254712	6.04666552987401	7.52755569050662	1.97929798207652
NDRG2	4.06456776282212	4.99459560103456	6.74464674915413	8.54262902371098	1.97873630250442
LINC00520	1.70443880227489	1.80962904331544	2.0620586664417	5.80264209864817	1.97766835778164
B4GALNT3	2.52529919560403	4.13333060964126	5.45792683850123	7.14933356619384	1.96382809631977
SPINT2	4.97245361069872	6.99112277545983	8.87309252884716	9.23934138805921	1.96271019640142
SLCO4A1-AS1	1.40447620313586	2.22041899184198	2.44528558063067	5.8384216919282	1.95922605005736
PAPL	2.07446328158381	2.67943726445699	2.83676621468841	6.36530227509481	1.94549305136301
CLIC3	2.00428907165915	2.63647566748708	3.67138616466572	6.40744068097616	1.94387559380821
LINC00707	2.74539844922871	4.52853788334126	5.04399023254485	7.4471747693633	1.93927046650593
DENND1C	3.09115591003897	4.83961985718327	6.91003297144355	7.23626462074108	1.93562690283013
KLK9	1.41471872593308	1.90473945228041	2.98158032635761	5.71536344750721	1.92234085303358
KLK6	1.99670647981662	3.07915675091641	4.28425788746459	6.47739023277611	1.92118032202136
RAB11FIP4	3.79184354591195	5.57184612214348	7.63834583114971	7.82543476216959	1.90652240513735
VANGL2	2.44157559374755	3.61811145094688	4.79953523709367	6.90186647856085	1.90256429967504
POF1B	2.95236740734455	4.32661494199134	5.93944604562596	7.31332384973515	1.89820816076766
ST6GALNAC2	4.05333673433115	5.7459682578871	7.58544945808346	8.22121684140908	1.88473678879855
CERS4	2.71728890431733	3.5622556120632	5.24048511256073	6.96708924041523	1.88263553842771
SPNS2	3.05517865637697	4.07368622736139	5.21941808330196	7.43640671219255	1.88087032983238
CRB3	2.57300084055826	4.14959036650411	6.07525892958094	6.70438649467589	1.88084151917438
RNF223	1.89146766211527	2.7814678955361	4.20639726667891	6.19289751592507	1.87678264779312
SCN4B	1.62998015567978	1.78567199871272	2.78915946385276	5.66073881209317	1.86824449280671
SLC1A4	7.17798639997766	7.5273616415708	7.66649412680133	11.1575200749997	1.86149718865564
PLA2G4E	1.07178917267002	1.57135227891698	1.90653595212014	5.163790182882	1.85558843009758
RAP1GAP	2.86455566242375	4.60886337437095	5.75076716260973	7.23100537068824	1.84412100415681
CELSR2	5.29877563584831	7.52562284261733	9.02739252496433	9.33658803985296	1.84381557259379
ABLIM2	1.43072754347903	1.90064678957949	3.07338903631985	5.55280688686915	1.84327176559933
GOLGA7B	2.2242122457014	3.08505100301064	4.37403620942861	6.45571203029422	1.83994088932452
RHOD	5.97800322277225	7.31964222335937	7.91500480258446	10.3536071973474	1.83039299455703
DMTN	2.6292217588223	4.6152658824318	5.69697020525216	6.89964723964632	1.81261551482529
LY6G6C	1.21571992183952	1.61612858813231	2.44175651739709	5.22975131713973	1.80943790960797
KDF1	2.68652216770317	4.72099154874802	5.89230958877113	6.89503401432438	1.80812088186538
AIM1L	2.73192531509999	4.75520343905206	6.35652369433808	6.67833748083805	1.80674135705166
LYPD5	3.81125526818588	4.42920514175421	6.00250106569498	7.84795928902548	1.80386750208726
VGLL1	1.94557918987902	3.00723165325618	4.34598791622606	6.12193078660033	1.80228033260838
PPP1R14C	3.50255093199224	5.06837435883917	6.85505214979632	7.48451797058962	1.80215897413735
LYPD3	4.67591348408052	5.60599181183212	6.16718861187554	8.82097341025746	1.7786720532663
CASP14	0.633342565725136	0.771043774049194	0.894607608685401	4.31485895667537	1.77747004980748
SDR42E1	2.93879725346774	4.17182293377793	4.95913034569034	7.12759213147294	1.76084145815599
ESRP2	4.51477237985542	6.7977958855179	7.60835291972583	8.58454644734254	1.73560584820086
CCDC88C	2.02299871953529	3.27772959207876	4.35870316852969	6.11438725449248	1.73365899559197
DLX5	1.66993502796326	2.3689521735697	3.82476796578555	5.58707792524461	1.73343127460066
CX3CL1	1.0590282588256	1.16037860148289	2.35695678235534	4.78054856118566	1.73098793312555
AZGP1	1.92459956921155	2.87902436020239	4.49691670695055	5.80357373420988	1.71881984670316
GJB4	2.41911039984674	4.14424696468584	5.493504224405	6.35888556534949	1.71813430936603
C2orf54	1.3605265127572	1.44015992654675	3.75044250870572	4.80898451799235	1.71796387440028
FAM83H	6.9861060796744	8.61528984028626	9.77873593802737	10.9984032704937	1.70958023221422
CKMT1B	2.29345420905442	3.97540894699496	4.95375809882141	6.34973225993726	1.7054545402968
RAET1L	1.65497225217754	2.41884721790196	3.67426355163449	5.54044570758134	1.69708154952642
FAM189A2	1.79432440074701	2.74387140143944	3.93781944425819	5.71826908518736	1.69155024628665
PGBD5	2.22520064834107	3.70442902942349	4.96103435661447	6.16817315882577	1.69130647411145
SP6	2.83154065201082	3.942521728961	6.10225191915214	6.30651979517563	1.69070887274248
FABP5	4.04356723044364	4.19041124353749	4.9022273933851	7.67314589544968	1.68934933127543
CYP1A1	2.62815654880142	4.16882635938031	5.52962246709574	6.51437602165476	1.68863797579645
BCL11B	1.89304828011553	2.57589359151119	3.54093960055016	5.71746714061969	1.66698513891946
BSPRY	2.27994226048477	3.33393486559574	4.75356777228388	6.09920292974521	1.66556483605824
HAP1	2.27657553763468	3.81409241989426	5.61761459839925	5.80729167237949	1.66468138827915
DLX3	2.35162047632908	3.39928563230041	4.90933977738597	6.12686744972776	1.66068158037997
HPGD	1.88250958904906	2.25994122843293	3.85225428042568	5.49736171085748	1.65358790078291
BMP7	1.55710430007869	2.51947339540809	3.11868707456293	5.42740350538412	1.64542793551136
CNKSR1	3.26447689983513	5.01328413799144	6.26293920695714	7.01079274826944	1.63795982751077
IGSF9	3.12613608403093	4.54697932151442	6.23504186899383	6.68228184822059	1.63144514222876
CARD10	5.2308237279736	6.87420650685016	8.02739091390347	9.02724087185916	1.6304234957448
IL18	4.86983027702526	6.58510341498939	7.66531095291601	8.68164494089321	1.62998145819538
ABCA12	4.69737566901523	5.57981401351953	6.1272412562213	8.49608255350587	1.62452800577817
EPN3	3.88481394234869	5.15000552020976	5.88294259361371	7.746572427714	1.61397230078081
CRTAC1	0.592728480718046	0.818579111946799	0.937923469637473	3.99646741364752	1.61305907627869
CKMT1A	2.19697116479547	3.87564302871014	4.74096531611984	6.02595742908699	1.60662225109981
SH2D3A	4.60519170495458	6.20960561128463	7.3701199039757	8.33541798441018	1.60549141173539
PLEK2	4.03884716374258	5.83742801563609	6.7573516375666	7.82455409424964	1.60443622561349
HSPB1	9.89092684777755	10.4121016071645	11.3523295018524	13.5050998198026	1.59568829448962
ANKRD22	2.11047002553979	3.42677068147066	5.32710338772591	5.38113532538326	1.58667246444824
PCSK9	3.31778509947314	3.69466700093406	5.28122332722345	6.72835769780803	1.56641238710385
MYCL	2.08108576112245	3.45428193848712	4.82763901295826	5.63109433068805	1.56263521129948
GRAMD2	2.66257294716141	2.88743169865908	3.74296491144969	6.079997884185	1.56212303446351
TSPAN33	2.35600730524124	2.74939466157985	3.88469772342642	5.83645246001227	1.56080459825035
GPRIN2	0.46920159694051	0.572697837850795	0.829312119783509	3.72821992784037	1.55960541407656
PER1	7.13598110399292	7.57928916594034	8.88721196432415	10.5795812922994	1.54645407985398
DLX2	1.25474706727891	1.45055596594779	1.934908256355	4.54009056336951	1.52373549426779
DEF6	2.90699008931324	4.85268040664024	5.96800642006499	6.26281984968992	1.52032029224251
OSGIN1	4.40319064759196	4.79784594647494	5.15962605111856	7.76024856874839	1.51843496267308
EPS8L1	3.81241817920617	4.61703734050088	5.62088727847658	7.3068591916416	1.50594510878159
BNIPL	2.53115255928114	3.04828594627259	3.8520106462217	5.90939389136606	1.48574743837825
ARHGEF37	4.3035216778898	5.92218553873223	7.00220153981411	7.71907240835333	1.48543128728362
LGALS9B	0.490330877651163	0.637307685107811	1.02590610788788	3.65021787533867	1.48349187304517
IL1RN	6.16257082760703	6.76990596388361	7.27613202127792	9.54039308556643	1.47414663410225
NIPAL4	4.60305819330407	5.97647139272095	7.53766559650248	7.74307051531936	1.47077793452444
PRODH	2.22598150585364	2.6235001515286	4.37192848861776	5.34064366288666	1.46749530036322
ADGRG1	6.44681347626282	7.27369642752141	8.7468648212124	9.70280358732123	1.45945334635687
BARX2	1.88879439983342	3.38346650809354	4.04692067601278	5.39445368281199	1.45720299425833
GGT6	1.61294158388761	2.36314265346215	4.15015438257615	4.69006505999935	1.45397219320869
CHST6	1.37766971682843	1.53067256014598	2.21640071166529	4.51916022292595	1.45200508282914
GATM	0.954769405507715	1.3850265429684	1.91229926117726	4.20193855404942	1.44630419797841
CTSV	3.17737987766538	4.49901740545694	5.43892911567688	6.56581468531242	1.43665633975129
PERP	9.39559365321849	10.2045753133437	10.5548109887581	12.7544654691899	1.43594744280734
FAM160A1	4.6452425740392	5.89509186520464	7.39176238381836	7.76416201993212	1.43484262202234
BBOX1	1.17024327440944	1.45709451491458	1.70562475229254	4.27528175692505	1.43228444190627
ABLIM1	7.95731874129987	9.50462385852515	10.0420824866741	11.4099479513512	1.42744582696536
MARCKSL1	6.6479997592356	7.45011185393237	8.25780981615884	9.97484668407048	1.42237068127998
IGFL1	2.22850853370372	3.60330176787252	4.68660764100466	5.50054438671725	1.41639508603651
S100A16	8.54169026959713	8.92257230703053	9.50612233500842	11.7035726712154	1.41350575690794
DUSP9	1.61099494509138	2.36193097003955	3.97732561027932	4.66097596223872	1.40914558802898
HIST1H4L	4.22946516808106	5.16637067143738	5.450389314742	7.56302820026826	1.40739023090519
LOC101927189	0.458986322642206	0.608964157366456	0.830694562896286	3.43003613900523	1.40688738905264
PGLYRP3	0.868143928178982	1.23639354794954	1.76752130005695	3.99759649612997	1.40289981243617
BEGAIN	1.51071696258676	1.65023320812441	1.82359467838316	4.44376330368546	1.39699875644294
RASIP1	2.03339860671195	2.47411062222823	2.54638168696797	5.10529283178758	1.39553699416762
IL20RB	6.33183507439584	7.87792748863044	9.10492985555933	9.39496369388852	1.3950587395672
LPAR5	2.12395212224526	3.04242302745779	4.65361805525196	5.10111101695965	1.3886645031348
SRRM3	3.65670813914429	4.27297068982199	5.37999638291078	6.81283976043918	1.38564514574057
SLC5A10	4.1630639146181	4.69926593641529	5.46229548876827	7.31074112338685	1.37544402273481
PLEKHG3	6.18504570830027	7.54291210138942	8.7395891406633	9.28020482357685	1.37513606883381
GPRIN3	1.6634795264413	1.50344078863322	1.7233759165349	4.36799283739945	1.37209149303154
RASSF7	4.1636910761151	4.96791751475695	6.42337787094436	7.17895611219046	1.36695351114358
TPPP	4.06308249659813	5.00000440179901	5.93621667544176	7.26086061027416	1.36488354031614
LMX1B	1.12816272187989	1.78065412707203	2.27101841032186	4.27696500639963	1.35838957557295
FHDC1	3.74699026174831	4.62528204533152	5.194131421831	6.9636152218169	1.35814685950686
SNORD49A	3.45204456400043	4.44159335145851	5.76699730485931	6.4778217674651	1.3509790862759
PRRG2	2.21224743723985	3.11241345754283	4.18617470806533	5.33609984771032	1.3504694809814
KLHL21	8.2250061491665	8.45345713997996	9.01355006065034	11.1801346695126	1.34936217106784
C1orf74	4.55388825367537	5.6267114887387	6.06629596349397	7.79338752353038	1.34793815080468
TERC	6.32715561800764	7.44498124063069	8.62067787407161	9.39911528944442	1.34640205575381
SYTL1	3.28024115856118	4.56010634627878	5.5412200830686	6.41582114897063	1.34638810309839
TSTD1	2.16373057813274	3.3066507317114	4.71943112307497	5.09121909280748	1.34557669546404
MOB3B	4.97769648417694	6.37103374465184	6.95347473443533	8.20494911690426	1.33943144655382
FAM25A	0.265145009191137	0.429577281761358	0.439434623882073	3.05128798682892	1.33900615232867
TUBA4A	7.56240980196053	8.82238765926399	9.49030200323621	10.7726893599688	1.33867194788232
MARVELD3	4.12952794443107	5.56194926031481	6.53650000778777	7.18498945909013	1.32871296192442
LEF1	3.440317984138	4.59350846786839	4.92956839027262	6.64075542485156	1.32359461056794
LGALSL	5.43295179419057	5.5342469333417	6.72867174293721	8.25273729625084	1.31592671586191
KRT10	5.74564203332881	6.00325126947176	6.26797908729646	8.59909377812446	1.31415245898335
BAIAP2	6.11326138453933	6.91799085264899	7.6018903126207	9.19090158667458	1.30684968918364
SLCO4A1	4.30764698042709	5.75595411717023	6.77722610011445	7.25629225374067	1.30430182170757
EDA	1.72969193500007	2.79356938882793	4.29300655000185	4.46555041359129	1.2993890359019
MBP	6.50567719905906	7.78602361081881	8.32367864816109	9.62324480568703	1.29154206412265
ZNF296	2.32232775789316	3.17555201903937	3.60518566160459	5.38504494601432	1.2906166403704
TMEM45B	3.3374382185605	4.0687735121196	5.00630495146258	6.32264440787986	1.28850922437442
HIST4H4	6.98457002515887	7.2013893152341	7.43321328339318	9.75719348240816	1.28849050804834
ICA1	2.3680088460673	2.80654931482974	4.1419027927602	5.17997640713431	1.28257881316365
C10orf67	1.67128345258605	2.54636469177197	2.76344307796155	4.70468296780741	1.27912618473735
PLEKHN1	3.46898571005543	3.74163242968666	4.76983743001047	6.28756083844308	1.27649776455965
NETO2	4.50990263101198	4.89198163066965	4.99841056266133	7.31424714124973	1.27445311386895
NCF2	3.33373362707208	4.46775759164075	5.27898989401536	6.34746430495268	1.27428534345107
TMEM139	2.0904833046755	2.62054427213652	3.52900405871722	4.997307495802	1.27246974606179
SLC3A2	8.73151591962357	10.1791858238555	11.0204668757784	11.6459150610023	1.26091900620129
AVPI1	6.97250052445368	7.03578728959854	7.84238528178904	9.66761512239388	1.25608284742799
GSTP1	9.93128427573484	10.2756421531499	11.0174779092526	12.749692414199	1.25544266650485
F12	1.79061096999777	2.54411117570776	3.60737068000439	4.66326452265514	1.25355362622315
DBNDD1	5.1288106334878	5.23619957728614	6.00015535439617	7.83423217410905	1.25124335844074
RIMS3	2.77933819924433	3.23813217380852	4.37946744321076	5.55177428080144	1.24120897557941
RAB38	5.91696675667931	6.88078680211026	7.79085281168459	8.80709701039774	1.23709654508482
PRSS3	4.04932147347955	5.03453064418416	5.80833961484329	6.97525205535144	1.23668630704087
IFFO2	8.27896573496708	9.50226211288822	10.4206691678365	11.1313769406657	1.23228072721606
ATF3	7.05068000839046	7.42388415244391	8.92686966150216	9.64652926935259	1.22864522410351
MMP15	4.76901619235216	5.49048429451365	6.55221410960896	7.57049598509016	1.22607833065414
IL36RN	1.90598476411534	2.96695040421354	3.87842486561139	4.76243954389958	1.22513777620965
KLC3	4.81264954969275	5.86328110677889	6.46081863234909	7.74023079607699	1.22160777472647
FAM89A	4.63417539645871	5.19835241465838	5.92174505701362	7.42897382484419	1.20960520222927
DNAJA4	5.62165670512632	6.0955533630669	6.266436906503	8.34840795981319	1.20812011136278
TNK1	4.61616790304941	5.6413221895795	6.17542330431341	7.50927938583362	1.20436750009379
DGCR5	1.47733241652938	2.02477054202196	2.59281666180969	4.24292508954158	1.19576475703103
ADGRE2	2.83786009177155	4.39286575892556	4.8334697720039	5.68132171332155	1.1922974381106
TREX2	2.27957427052703	2.37749345747531	3.21147713368017	4.8555114685106	1.19207223252808
CYP27B1	3.02509853929204	4.05984082797874	5.13949521413919	5.69367721436795	1.18338742839125
YDJC	5.30462092373478	6.01327385074313	6.66191715332196	8.07775736957504	1.18047171448977
LIMK2	7.35458418344859	7.9052867348202	8.59686082410953	10.0738326644251	1.17626346397466
SCARNA6	4.60479931204632	5.29535701094325	5.92979432701504	7.36471399812786	1.17591646212033
HSPBP1	6.02415743735496	6.07532658807818	6.7164217967133	8.53782453010423	1.17589602632119
FAM83G	6.37150679280933	7.16583460188857	7.86919249977404	9.14384246105873	1.17586224213803
HPDL	2.8080958503036	2.80482152110584	3.2437607863644	5.25574135908755	1.17006142111672
TTLL12	7.90808212712275	8.68770855510999	9.13951319779009	10.6779930341662	1.1665092595587
FZD10-AS1	0.577600748736598	0.901276745486399	1.23792746163152	3.16522319735334	1.16153072673353
EFNB1	6.76354424167472	7.66789198596083	8.93338390127918	9.27700420948772	1.16018378043594
HOXC13-AS	0.585626693366753	0.893013993238419	1.22191617230948	3.16153943476929	1.16014368459979
ZNF385A	6.77725373788663	7.53179388155281	8.46336702937356	9.45449078085058	1.15926791666849
FKBP5	5.97506294614525	6.91329858683524	7.0624894339229	8.75711606275759	1.15816961308066
FAM53B	7.33827409356666	7.62131231861739	8.02058605883774	9.90262789291403	1.15569143796367
LIPE	4.34917413380191	4.42600882847377	4.60845204250277	6.75898965092892	1.15402326956521
DCTPP1	5.49165942760458	6.67636971346834	7.56745043222215	8.1317984033255	1.15157742244012
LINC00673	4.49983121675918	5.67802204158546	6.40954043135373	7.19627509130872	1.14619280574668
ENTPD2	1.80586923653315	2.71511355776274	3.69357088626377	4.42762247292913	1.14355549518248
COL9A2	2.83923075494142	3.34116185490818	4.70030135956353	5.27814910125893	1.14006319717846
DGCR6	3.21513207976798	3.42409933844722	4.34794432673063	5.71664262198756	1.13897121662584
BTG2	7.42927461273241	7.80541726835218	9.32695550752405	9.76387760890309	1.13778269992595
TBRG4	7.69379977698696	8.71708812999062	9.81733975548072	10.2084057743417	1.1353156316799
SNCA	4.46259993858397	5.37676117957273	6.18794813368236	7.11109391657497	1.1308245507128
MRPS12	5.75479838670005	6.0847748298763	6.28283037619624	8.25706557084203	1.12933317206468
PNP	6.74802128220703	7.46709802837637	8.7717300468181	9.17524751123372	1.12866297749217
HIST1H4C	7.10264179512142	7.28474795472677	7.47291967663763	9.51490626180408	1.12427799445091
PGLYRP4	0.779996878454145	0.908586795870242	2.05743181685737	3.17505691054982	1.1214018555321
RUNDC3A	1.10640321750211	1.38679937799462	1.66893770178613	3.57947777791207	1.11985002031054
TMEM102	4.33425336717597	4.62650344240073	5.66565837111071	6.79495043656102	1.11692977098255
SPINK5	1.37512416068108	2.53419649632677	2.85178776899123	4.08895436039511	1.11570515263844
AADACL2	0.293676297609261	0.533485651319982	0.672484366801176	2.70668740440108	1.11444063628327
LOC100130476	3.36553681299268	3.97617453847478	4.60899514331052	5.95328033365351	1.10800103399284
SHROOM2	4.22248192182816	4.47222847568127	5.94714225439363	6.47110134352831	1.10070100508232
MREG	4.93271036507233	5.32981052183025	5.63142273991954	7.42120095191599	1.09949468800306
CYP2C18	0.294820502336332	0.527192249978285	0.56487674466742	2.64774745379979	1.09923144084869
HIST1H2AH	5.71374426136038	6.62171571592259	7.24061433360293	8.3288280030388	1.09832767598204
HR	7.08857862534315	7.70964128527846	7.88873327011018	9.64779240223249	1.09766168742212
HIST2H3D	3.98891443015723	4.30365595927647	4.81544097460588	6.45368218742514	1.09642066938746
HIST1H4D	7.77722987683948	8.38566369712881	8.70155812009547	10.3413406066298	1.09592374710182
FKBP4	8.54977563177306	9.33108318318528	10.0450793422487	11.1257873284992	1.09471815908766
LPAR3	3.4523530191231	3.72191798321261	4.42963799718743	5.89484032704712	1.09402820063922
BYSL	6.10169933003864	6.59255931250822	6.98462463944741	8.6158676841724	1.08972431512555
SNORA32	4.16886362396577	4.74883095528534	5.31031930605887	6.70743066476723	1.0873096744907
SEMA3F	6.17984794299473	6.2811189690449	6.54100834199183	8.47987713410263	1.08367119406171
YOD1	7.78189118478722	8.85478107325503	9.83777819883656	10.1807055446642	1.0791212736051
SCARB1	7.73350660824315	7.89205382786796	8.38903113909188	10.0888996389919	1.07878777814776
NR2C2AP	4.04367594946673	4.63748869985816	5.467568036568	6.52976919104912	1.07853180756813
NPM2	1.08835589945411	1.59111551057965	2.51428033973515	3.53362639979754	1.07742067776489
PPP1R13L	6.66103971096597	7.79822828615967	8.62297010057589	9.12740850200749	1.07729293950687
SOX9	6.05613517993445	7.00005992626862	8.06159196346178	8.43352938128174	1.0756732935374
ALDH4A1	5.64072455758821	5.75181994004029	5.96811155674686	7.91658157195655	1.07348963539925
ETNK2	5.48515237834906	5.6208728943115	6.43211979929738	7.81860254960331	1.07123871647155
FEM1A	6.90022514459219	7.19912886910354	7.41562530471249	9.26380551959092	1.06720130227874
FAM84A	4.94108336462031	5.59023275381714	6.80260542967645	7.25228249672477	1.06703510853379
COMTD1	2.7414884014193	4.04424008329	4.74483077799801	5.16914901821943	1.06224495351259
NSUN5	5.99973506646934	6.94610453246039	7.49575547544483	8.53561844353978	1.05965333786524
NPM3	5.28848386336025	5.94910642009657	7.08261276203026	7.61361019986646	1.05668116001971
