case1_rep1	case1_rep2	case1_rep3	case2_rep1	case2_rep2	case2_rep3	case3_rep1	case3_rep2	case3_rep3	control_rep1	control_rep2	control_rep3
CNTNAP1	521.716820368427	774.267022396608	1108.61933027008	636.472330112313	181.166477557832	157.961891556669	69.8747319499843	136.03461774444	138.856811028319	125.876042886742	125.479604154881	150.771811596295
CNTNAP2	0	0	0	0	31.4161521776588	3.76099741801592	56.4372834980642	28.4028322763117	30.4343695404536	1.525770216809	0	3.50632119991384
CNTNAP3	0	0	0	1.77785567070478	103.673302186274	112.829922540478	200.217981933609	130.055074107322	142.661107220876	14.1133745054832	8.68860383037015	17.1190976231087
CNTNAP3B	0	0	0	0	0	0	0	0	0	0	0.404121108389309	0
CNTRL	146.531576091132	91.0902379290127	155.507688861414	99.5599175594679	385.371466712615	372.338744383576	263.373989657633	438.001571418912	376.625323063113	18.1185213246069	21.8225398530227	31.969399175685
CNTROB	204.500111687624	258.089007465536	371.211902443375	136.894886644268	313.114316703999	364.816749547544	349.373659749921	430.527141872515	452.711246914247	303.628273144991	333.804035529569	376.413893520162
COA1	212.551297187137	322.61125933192	233.261533292121	320.014020726861	355.002519607544	261.389320552106	395.060984486449	364.752161864214	241.57280822735	158.870823825237	174.176197715792	280.505695993107
COA3	56.3582984965893	83.4993847682616	67.7210903106156	72.8920824988961	74.3515601537925	50.7734651432149	116.905801531704	82.2187250103761	55.1622947920721	204.262487775305	224.489275710261	249.155059382113
COA4	146.531576091132	191.669042308964	188.11413975171	147.562020668497	315.208726849177	314.043284404329	352.061149440305	379.701020957009	353.799545907773	501.787680053059	466.759880189652	460.565602318094
COA5	101.444937293861	64.522251866384	72.7374673706612	65.780659816077	58.6434840649631	63.9369561062706	85.9996700922883	56.8056645526235	60.8687390809072	29.9432405048766	29.7029014666142	27.2255528463898
COA6	25.7637935984408	18.9771329018776	2.5081885300228	16.0007010363431	18.8496913065953	73.3394496513104	79.2809458663283	22.4232886391935	62.7708871771855	28.989634119371	44.0492008144347	44.9634130341892
COA7	67.6299581959072	111.965084121078	50.163770600456	81.78136085242	218.865860171023	99.6664315774218	53.7497938076802	146.498819109397	77.9880719474123	155.437840837417	141.442387936258	105.808398562106
COASY	241.535564985383	282.759280237977	258.343418592349	231.121237191622	453.439796430875	336.609268912425	568.404069516218	446.97088687459	319.560880174763	851.761223533623	768.638348156466	786.859728098311
COBL	0	0	0	0	293.217420324816	246.345330880043	275.467693264361	321.400470495106	313.854435885928	360.463213721126	397.857231209275	157.165691431432
COBLL1	136.870153491717	307.429553010418	408.834730393717	524.467422857911	258.659652929391	220.018348953931	247.249051515329	237.686859575451	256.789992997577	83.9173619244949	72.3376784016864	69.7139156218163
COCH	3.2204741998051	3.79542658037553	0	1.77785567070478	0	1.88049870900796	1.343744845192	1.49488590927956	0	3.62370426492137	0	0.618762564690677
COG1	215.771771386942	303.634126430042	295.966246542691	209.786969143164	188.496913065953	289.596801187226	219.030409766297	240.67663139401	243.474956323629	337.767381746092	347.140032106417	285.455796510632
COG2	167.464658389865	168.896482826711	163.032254451482	129.783463961449	219.913065243612	135.395907048573	167.968105649001	234.697087756892	97.0095529101958	362.561147769238	363.304876441989	316.806433121627
COG3	407.389986275346	286.554706818352	331.08088596301	336.014721763204	297.40624061517	428.753705653815	334.592466452809	300.472067765192	340.484509233824	273.494311363013	225.701639035429	203.366629595003
COG4	194.838689088209	278.963853657601	235.769721822143	220.454103167393	150.797530452762	150.439896720637	385.654770570105	216.758456845537	205.431994398062	290.277783747912	419.679771062298	477.890954129433
COG5	362.303347478074	320.713546041732	443.949369814036	442.686062005491	292.170215252227	404.307222436711	204.249216469185	212.273799117698	382.331767351948	270.442770929395	281.470351993154	330.831717921282
COG6	304.334811881582	322.61125933192	238.277910352166	273.789773288537	176.977657267478	267.03081667913	216.342920075913	206.29425548058	176.899772953886	62.7473001662701	81.6324638946405	87.2455216213855
COG7	138.48039059162	199.259895469715	235.769721822143	154.673443351316	159.175171033471	197.452364445836	241.874072134561	225.727772301214	243.474956323629	151.241972741192	140.836206273674	133.446459784956
COG8	107.885885693471	98.6810910897637	105.343918260958	110.227051583697	94.2484565329764	80.8614444873422	171.999340184577	136.03461774444	62.7708871771855	386.210586129778	283.693018089295	225.642081923867
COIL	122.378019592594	72.113105027135	47.6555820704332	62.2249484746674	125.664608710635	92.14443674139	131.686994828816	97.1675841031717	121.737478161814	163.066691921462	155.788687284079	101.889568985732
COL10A1	30.5945048981485	28.4656993528165	17.5573197101596	39.1128247555052	32.4633572502474	67.6979535242865	10.749958761536	19.4335168206343	19.0214809627835	16.0205872764945	4.24327163808775	6.18762564690677
COL11A1	193.228451988306	153.714776505209	401.310164803648	353.793278470252	32.4633572502474	92.14443674139	0	14.9488590927956	15.2171847702268	125.49460033254	28.692598695641	54.0385973163191
COL11A2	4.83071129970766	3.79542658037553	2.5081885300228	7.11142268281913	6.28323043553176	5.64149612702388	1.343744845192	1.49488590927956	1.90214809627835	2.2886553252135	3.43502942130913	9.48769265859038
COL12A1	54930.0181889758	18925.8946430426	47452.4187995014	30696.4560103888	6764.94476892253	8686.02353690776	1546.650316816	4078.04876051465	3952.66374406641	176.226460041439	164.881412222838	361.769846155816
COL13A1	331.708842579926	210.646175210842	95.3111641408665	170.674144387659	49.2186384116655	141.037403175597	6.71872422596002	100.157355921731	57.0644428883505	4.00514681912362	0	0.412508376460452
COL14A1	471.799470271448	24.6702727724409	20.0655082401824	257.789072252194	4.18882029035451	1.88049870900796	0	1.49488590927956	0	1.90721277101125	0.404121108389309	1.23752512938135
COL15A1	120.767782492691	208.748461920654	1477.32304418343	60.4470928039626	85.8708159522674	122.232416085517	2.68748969038401	94.1778122846126	32.3365176367319	4.95875320462925	3.83915052969844	2.88755863522316
COL16A1	1685.91824359797	1618.74943653016	2463.04113648239	1477.39806235568	840.905673288667	1226.08515827319	119.593291222088	597.954363711826	439.396210240299	107.757521562136	99.6158532179648	241.317400229364
COL17A1	1.61023709990255	15.1817063215021	10.0327541200912	17.7785567070478	2158.28965460516	1942.55516640522	1358.52603848912	2363.41462257099	2236.92616122334	3182.75667226357	3649.61772986385	5925.47657366616
COL18A1	959.701311541921	639.529378793276	998.259034949075	673.807299197113	475.431102955237	626.20607009965	85.9996700922883	585.995276437589	408.961840699845	374.195145672407	293.391924690639	625.568952902275
COL18A1-AS1	19.3228451988306	7.59085316075106	17.5573197101596	26.6678350605718	9.42484565329764	7.52199483603184	0	14.9488590927956	11.4128885776701	2.47937660231462	3.03090831291982	3.30006701168361
COL18A1-AS2	14.492133899123	7.59085316075106	12.540942650114	12.4449896949335	6.28323043553176	11.2829922540478	0	17.9386309113548	9.51074048139174	2.67009787941575	2.62678720453051	3.91882957637429
COL19A1	0	0	0	0	1.04720507258863	0	0	0	0	6.86596597564049	0	0.618762564690677
COL1A1	66190.4062285943	45829.7759580345	36378.7664394507	59899.5132573856	32448.6963792312	9505.92097403523	104.812097924976	6818.1746322241	3207.0216903253	23.6494383605395	17.579268214935	18.9753853171808
COL1A2	92453.3733280049	50482.9689455749	55784.6210962371	66186.0109089977	16985.6662773875	9989.20914225028	14.7811932971121	5849.48856301094	2891.26510634309	131.979123753978	117.599242541289	15.8815724937274
COL20A1	0	0	0	0	0	0	0	0	0	0.38144255420225	0.808242216778619	0.825016752920903
COL21A1	46.696875897174	32.261125933192	20.0655082401824	117.338474266516	1.04720507258863	0	0	2.98977181855913	0	0.38144255420225	0	0
COL22A1	0	0	0	0	13.6136659436521	5.64149612702388	0	28.4028322763117	11.4128885776701	1.90721277101125	3.23296886711447	3.50632119991384
COL23A1	4.83071129970766	0	0	3.55571134140957	0	1.88049870900796	0	1.49488590927956	0	4.76803192752812	2.42472665033586	3.71257538814406
COL24A1	95.0039888942506	34.1588392233798	112.868483851026	53.3356701211435	17.8024862340067	54.5344625612308	0	14.9488590927956	11.4128885776701	18.309242601708	47.0801091273545	66.4138486101327
COL25A1	3.2204741998051	3.79542658037553	0	1.77785567070478	2.09441014517725	0	0	0	0	0.38144255420225	1.41442387936258	0
COL26A1	0	1.89771329018776	7.5245655900684	0	0	1.88049870900796	2.68748969038401	5.97954363711826	3.8042961925567	4.38658937332587	2.82884775872517	0.618762564690677
COL27A1	417.051408874761	373.84951816699	521.703214244743	282.679051642061	549.782663109029	816.136439709454	419.248391699905	792.289531918169	585.861613653731	164.40174086117	126.085785817465	177.172347689764
COL28A1	1.61023709990255	0	5.0163770600456	3.55571134140957	0	0	2.68748969038401	1.49488590927956	0	0.572163831303374	3.03090831291982	0.412508376460452
COL2A1	0	0	0	0	0	0	0	0	3.8042961925567	4.95875320462925	0.404121108389309	2.47505025876271
COL3A1	41408.857261094	18851.8838247252	7496.97551623815	16477.1663560919	8972.45306193935	1624.75088458288	4.03123453557601	2970.33830173849	420.374729277515	0	2.42472665033586	0
COL4A1	172.295369689573	1045.64002289346	2455.51657089232	792.923629134333	2237.8772401219	2422.08233720225	314.436293774929	2149.64593754401	1011.94278722008	112.525553489664	119.417787529041	152.421845102137
COL4A2	376.795481377197	1762.97564658443	3438.72647466126	1744.07641296139	2051.47473720112	2749.28911256964	787.434479282515	2040.51926616661	1354.32944455018	364.849803094452	399.473715642832	466.34071958854
COL4A2-AS1	1.61023709990255	3.79542658037553	0	1.77785567070478	5.23602536294313	1.88049870900796	2.68748969038401	5.97954363711826	0	0.953606385505624	1.61648443355724	0.206254188230226
COL4A3	11.2716596993179	5.69313987056329	37.622827950342	12.4449896949335	4.18882029035451	7.52199483603184	5.37497938076802	1.49488590927956	1.90214809627835	12.3968830115731	5.25357440906102	8.25016752920903
COL4A3BP	486.291604170571	377.644944747365	258.343418592349	648.917319807246	207.346604372548	357.294754711512	267.405224193209	252.635718668246	416.570433084958	201.973832450091	297.231075220337	183.15371914844
COL4A4	12.8818967992204	30.3634126430042	100.327541200912	23.1121237191622	7.33043550812039	22.5659845080955	4.03123453557601	1.49488590927956	5.70644428883505	9.15462130085399	13.3359965768472	16.9128434348785
COL4A5	78.9016178952251	148.021636634646	163.032254451482	160.007010363431	308.925496413645	127.873912212541	225.749133992257	261.605034123924	192.116957724113	78.0050023343601	77.1871317023581	182.94746496021
COL4A6	4.83071129970766	1.89771329018776	0	5.33356701211435	78.540380444147	71.4589509423024	33.5936211298001	79.2289531918169	95.1074048139174	119.391519465304	64.6593773422895	205.429171477305
COL5A1	9450.48153932808	6283.32870381169	6212.78298886648	5484.68474412426	3724.90844319775	2495.42178685356	47.0310695817202	1744.53185612925	774.174275185288	30.7061256132811	4.4453321922824	9.28143847036016
COL5A2	6809.69269548789	5228.20011446729	8630.67673180846	4295.29930042276	2183.42257634729	2448.40931912836	4.03123453557601	952.242324211083	616.295983194185	24.6030447460451	57.5872579454766	28.8755863522316
COL5A3	53.1378242967842	538.950574413325	195.638705341779	204.45340213105	767.601318207463	455.080687579926	0	331.864671860063	247.279252516185	18.6906851559102	14.3462993478205	13.8190306114251
COL6A1	55891.3297376176	26998.7669795013	31721.0603391984	22911.2260283725	13226.2000667944	16638.6525773024	41.6560902009521	9153.18642251877	5967.03857802518	376.674522274722	295.61459078678	516.666741516716
COL6A2	38925.8716530443	17789.1643822201	20494.4084788163	16884.2953046833	8701.2269481389	12140.4996653554	10.749958761536	7138.08021680992	4414.88573146205	311.829288060339	187.10807318425	409.620817825228
COL6A3	76310.7464014819	38343.2970282438	71576.1760812607	50331.0940376524	18944.9869682008	31795.4721719066	41.6560902009521	12574.9802688597	10619.692821522	0.190721277101125	16.1648443355724	11.5502345408926
COL6A4P1	0	0	0	0	0	0	0	0	0	0	0.606181662583964	0
COL6A4P2	0	1.89771329018776	5.0163770600456	0	0	0	0	0	0	0.572163831303374	0.404121108389309	0
COL6A6	77.2913807953225	34.1588392233798	10.0327541200912	53.3356701211435	10.4720507258863	15.0439896720637	4.03123453557601	5.97954363711826	15.2171847702268	10.680391517663	4.64739274647706	9.07518428212993
COL7A1	713.335035256831	783.755588847547	2152.02575875956	496.021732126635	1890.20515602247	4740.73724540906	404.467198402793	2728.16678443521	2018.17913015133	163.638855752765	134.774389647835	326.912888344908
COL8A1	2140.00510577049	2586.58321452592	8485.20179706714	1139.60548492177	671.25845152931	440.036697907862	2.68748969038401	177.891423204268	30.4343695404536	3.24226171071912	4.24327163808775	16.5003350584181
COL8A2	83.7323291949327	111.965084121078	569.358796315176	87.1149278645344	16.755281161418	69.5784522332945	1.343744845192	11.9590872742365	20.9236290590618	8.96390002375287	14.5483599020151	20.6254188230226
COL9A2	11.2716596993179	1.89771329018776	0	10.6671340242287	6.28323043553176	5.64149612702388	104.812097924976	14.9488590927956	19.0214809627835	33.9483873240002	60.4161057042017	80.439133409788
COL9A3	1.61023709990255	0	0	0	20.9441014517725	13.1634909630557	36.2811108201841	29.8977181855913	17.1193328665051	16.783472384899	13.5380571310419	25.3692651523178
COLCA1	0	1.89771329018776	12.540942650114	0	12.5664608710635	11.2829922540478	318.467528310505	32.8874900041504	9.51074048139174	0	0	0
COLCA2	0	0	10.0327541200912	0	4.18882029035451	9.40249354503979	110.187077305744	25.4130604577526	39.9451100218453	0	0	0
COLEC10	9.66142259941531	9.48856645093882	25.081885300228	3.55571134140957	1.04720507258863	13.1634909630557	0	5.97954363711826	5.70644428883505	0	1.61648443355724	0
COLEC11	3.2204741998051	5.69313987056329	7.5245655900684	0	3.14161521776588	3.76099741801592	0	1.49488590927956	0	10.2989489634607	5.85975607164499	9.90020103505084
COLEC12	2573.15888564428	2886.42191437559	3486.38205673169	1059.60197974005	46.0770231938996	86.5029406143661	1.343744845192	23.918174548473	15.2171847702268	0.762885108404499	0.808242216778619	1.03127094115113
COLGALT1	607.059386663262	850.175554004118	852.784100207752	668.473732184999	1115.27340230689	989.142320938186	1401.52587353526	1319.98425789386	1365.74233312785	1025.88974952695	1046.47161017412	1218.7559982524
COLGALT2	14.492133899123	11.3862797411266	7.5245655900684	39.1128247555052	5.23602536294313	0	0	1.49488590927956	0	8.01029363824724	6.26387718003429	4.33133795283474
COLQ	32.204741998051	26.5679860626287	47.6555820704332	23.1121237191622	4.18882029035451	7.52199483603184	0	2.98977181855913	0	14.6855383367866	7.27417995100757	10.3127094115113
COMMD1	80.5118549951276	136.635356893519	87.786598550798	104.893484571582	58.6434840649631	26.3269819261114	32.2498762846081	34.38237591343	28.5322214441752	134.267779079192	198.221403664956	154.484386984439
COMMD10	93.393751794348	55.0336854154452	47.6555820704332	76.4477938403057	64.9267145004949	58.2954599792467	71.2184767951763	38.8670336412687	81.792368139969	45.0102213958655	55.7687129577247	100.033281291659
COMMD2	202.889874587722	148.021636634646	115.376672381049	195.564123777526	198.968963791839	231.301341207979	310.405059239353	231.707315938333	283.420066345474	144.948170596855	143.867114586594	129.527630208582
COMMD3	25.7637935984408	24.6702727724409	10.0327541200912	12.4449896949335	6.28323043553176	13.1634909630557	12.093703606728	2.98977181855913	3.8042961925567	12.5876042886742	23.0349031781906	14.644047364346
COMMD4	104.665411493666	129.044503732768	107.85210679098	120.894185607925	105.767712331451	50.7734651432149	91.3746494730563	91.1880404660535	58.9665909846288	313.73650083135	327.944279457925	320.312754321541
COMMD5	37.0354532977587	64.522251866384	20.0655082401824	46.2242474383244	54.4546637746086	37.6099741801592	44.3435798913362	70.2596377361395	39.9451100218453	137.128598235709	171.751471065456	123.546258749905
COMMD6	236.704853685675	104.374230960327	142.9667462113	183.119134082593	109.956532621806	116.590919958493	200.217981933609	101.65224183101	184.508365339	77.0513959488544	102.646761530885	173.87228067808
COMMD7	210.941060087234	265.679860626287	185.605951221687	179.563422741183	138.231069581699	120.351917376509	155.874402042273	113.611329105247	222.551327264567	250.607758110878	265.507568211776	253.073888958487
COMMD8	59.5787726963944	47.4428322546941	32.6064508902964	55.1135257918483	28.2745369598929	24.4464832171035	47.0310695817202	10.464201364957	22.8257771553402	20.0257340956181	24.6513876117479	23.1004690817853
COMMD9	201.279637487819	199.259895469715	147.983123271345	156.451299022021	160.22237610606	84.6224419053582	193.499257707649	146.498819109397	98.9117010064741	410.432188321621	500.50399274016	313.712620298173
COMP	853.425662948353	70.2153917369473	57.6883361905244	412.46251560351	15.7080760888294	3.76099741801592	0	14.9488590927956	1.90214809627835	0	0.404121108389309	0
COMT	218.992245586747	288.45242010854	288.441680952622	215.120536155279	212.582629735491	142.917901884605	149.155677816313	139.024389563	97.0095529101958	398.607469141351	479.69175565811	603.912263138101
COMTD1	3.2204741998051	3.79542658037553	0	17.7785567070478	26.1801268147157	7.52199483603184	52.4060489624882	20.9284027299139	30.4343695404536	49.0153682149891	45.059503585408	51.3572928693262
COPA	2616.63528734165	3093.27266300606	2535.77860385305	2403.66086679287	1894.39397631283	1841.00823611879	1986.05488119378	1620.45632565905	1481.77336700083	1349.16231421336	1757.7247609393	1665.91507833553
COPB1	1703.6308516969	1440.36438725251	1356.92999474234	1399.17241284466	1239.89080594493	1470.54999044422	1147.55809779397	1116.67977423183	1698.61824997657	578.648354724813	734.894235605959	790.572303486455
COPB2	2022.45779747761	2241.19939571175	1911.23965987737	1854.30346454509	1469.22871684184	1771.4297838855	1533.21286836408	1515.81431200948	1468.45833032689	584.179271760745	637.905169592525	777.165781251491
COPE	275.350544083336	411.803783970745	298.474435072713	284.456907312765	236.66834640503	261.389320552106	494.498103030658	251.140832758967	270.105029671526	958.755859987354	1011.11101319005	903.805852824849
COPG1	1289.79991702194	1770.56649974518	1620.28979039473	1200.05257772573	1088.04607041958	1226.08515827319	1244.3077266478	998.583787398749	1120.36522870795	1716.87293646433	1775.91021081682	1817.92441506121
COPG2	72.4606694956149	108.169657540703	47.6555820704332	67.5585154867818	60.7378942101404	65.8174548152786	98.0933736990164	83.7136109196556	81.792368139969	71.1390363587196	75.5706472688008	82.9141836685507
COPRS	125.598493792399	108.169657540703	67.7210903106156	92.4484948766487	92.1540463877992	88.3834393233741	45.6873247365282	79.2289531918169	117.933181969258	192.056326040833	248.130360551036	185.010006842512
COPS2	658.586973860144	349.179245394549	453.982123934127	746.699381696009	529.885766729845	966.576336430091	705.466043725802	408.103853233321	1221.1790778107	121.489453513417	182.056559329384	137.36528936133
COPS3	198.059163288014	201.157608759903	195.638705341779	202.675546460345	628.323043553176	406.187721145719	435.37332984221	472.383947332342	551.622947920721	391.169339334407	442.512613686294	537.498414527968
COPS4	180.346555189086	275.168427077226	313.52356625285	209.786969143164	101.578892041097	135.395907048573	146.468188125929	100.157355921731	161.68258818366	111.381225827057	176.802984920323	171.397230419318
COPS5	144.92133899123	197.362182179527	110.360295321003	140.450597985678	265.990088437511	133.515408339565	232.467858218217	164.437450020752	237.768512034794	165.164625969574	261.062236019494	232.242215947234
COPS6	257.637935984408	449.7580497745	476.555820704332	336.014721763204	1660.86724512556	1278.73912212541	2296.45994043314	1802.83240659115	2345.3486027112	855.384927798545	1001.8162276971	959.906992023471
COPS7A	233.48437948587	385.235797908116	273.392549772485	257.789072252194	217.818655098434	163.603387683692	235.155347908601	206.29425548058	184.508365339	415.200220249149	449.180611974717	564.517713186128
COPS7B	104.665411493666	151.817063215021	137.950369151254	104.893484571582	130.900634073578	103.427428995438	107.49958761536	150.983476837236	188.312661531557	194.154260088945	261.062236019494	261.324056487696
COPS8	331.708842579926	263.782147336099	238.277910352166	316.458309385451	217.818655098434	251.986827007066	180.061809255729	179.386309113548	277.713622056639	408.524975550609	571.225186708289	580.399285679855
COPZ1	487.901841270473	635.733952212901	574.375173375221	464.020330053948	462.864642084173	507.734651432149	948.683860705555	506.766323245772	658.143241312309	1673.57920656237	1692.25714138023	1475.9549709755
COPZ2	156.192998690548	237.21416127347	90.2947870808209	179.563422741183	43.9826130487223	24.4464832171035	28.2186417490321	31.3926040948709	36.1408138292886	57.9792682387419	57.9913790538659	39.8070583284336
COQ10A	32.204741998051	30.3634126430042	42.6392050103876	28.4456907312765	21.9913065243612	22.5659845080955	32.2498762846081	17.9386309113548	38.042961925567	71.7112001900229	52.5357440906102	39.3945499519731
COQ10B	220.60248268665	155.612489795397	160.524065921459	224.009814508803	136.136659436521	233.181839916987	154.530657197081	107.631785468129	222.551327264567	162.685249367259	144.069175140789	92.8143847036016
COQ2	45.0866387972715	83.4993847682616	72.7374673706612	88.8927835352392	55.5018688471972	50.7734651432149	59.1247731884482	29.8977181855913	30.4343695404536	78.9586087198657	98.4034898927968	165.209604772411
COQ3	16.1023709990255	15.1817063215021	27.5900738302508	16.0007010363431	75.3987652263811	50.7734651432149	114.21831184132	79.2289531918169	77.9880719474123	38.5256979744272	38.593565851179	52.8010721869378
COQ4	54.7480613966868	108.169657540703	92.8029756108436	53.3356701211435	131.947839146167	88.3834393233741	177.374319565345	128.560188198043	117.933181969258	302.102502928182	255.404540502044	266.274157005221
COQ5	77.2913807953225	75.9085316075106	97.8193526708893	101.337773230173	72.2571500086152	80.8614444873422	318.467528310505	110.621557286688	60.8687390809072	242.40674319553	217.215095759254	249.567567758573
COQ6	53.1378242967842	74.0108183173228	67.7210903106156	55.1135257918483	62.8323043553176	54.5344625612308	76.5934561759443	55.3107786433439	79.8902200436906	98.6029002612815	93.5540365921251	93.226893080062
COQ7	64.4094839961021	72.113105027135	60.1965247205472	67.5585154867818	61.785099282729	39.4904728891671	115.562056686512	61.2903222804622	32.3365176367319	81.2472640450792	76.5809500397741	61.6700022808375
COQ9	85.3425662948353	119.555937281829	120.393049441094	113.782762925106	233.526731187264	171.125382519724	497.185592721042	301.966953674472	237.768512034794	540.313378027487	391.189232920851	316.393924745166
CORIN	12.8818967992204	68.3176784467595	2.5081885300228	51.5578144504387	1.04720507258863	0	0	1.49488590927956	3.8042961925567	18.4999638788091	11.3153910349007	8.45642171743926
CORO1A	0	1.89771329018776	2.5081885300228	5.33356701211435	7.33043550812039	7.52199483603184	10.749958761536	7.47442954639782	11.4128885776701	2.09793404811237	9.69890660134342	12.3752512938135
CORO1B	310.775760281193	482.019175707692	218.212402111984	327.12544340968	206.299399299959	218.137850244923	499.873082411426	227.222658210494	254.887844901299	876.55498955677	829.862696077447	972.901005881975
CORO1C	2304.24928996055	2449.9478576324	2041.66546343856	1841.85847485016	1261.8821124693	1363.36156403077	702.778554035419	1109.20534468544	1177.4296715963	3258.47301927272	3578.49241478733	1753.16059995692
CORO2A	0	13.2839930313143	40.1310164803648	7.11142268281913	485.903153681123	278.313808933178	1021.24608234592	574.036189163353	405.157544507288	116.149257754585	130.126996901358	299.274827122058
CORO2B	112.716596993179	239.111874563658	228.245156232075	284.456907312765	32.4633572502474	48.8929664342069	0	25.4130604577526	17.1193328665051	324.989056180317	341.886457697356	319.69399175685
CORO6	54.7480613966868	34.1588392233798	22.5736967702052	49.7799587797339	34.5577673954247	62.0564573972626	56.4372834980642	80.7238391010965	66.5751833697422	114.242044983574	60.6181662583964	28.0505695993107
CORO7	8.05118549951276	5.69313987056329	10.0327541200912	0	4.18882029035451	13.1634909630557	9.40621391634403	17.9386309113548	11.4128885776701	34.1391086011013	37.9873841885951	21.2441813877133
CORT	0	1.89771329018776	0	3.55571134140957	4.18882029035451	0	0	4.48465772783869	0	2.09793404811237	0.404121108389309	0.206254188230226
COTL1	605.44914956336	1679.47626181617	1833.48581544667	837.370020901953	2100.69337561279	1910.58668835209	2649.86483471863	1950.82611160983	3195.60880174763	2184.33078663918	2265.70499418466	3027.60522903148
COX10	74.0709065955174	94.8856645093882	92.8029756108436	48.0021031090292	240.857166695384	221.898847662939	352.061149440305	258.615262305365	336.680213041268	307.824141241215	272.1755665002	189.547598983577
COX10-AS1	41.8661645974664	24.6702727724409	30.0982623602736	35.5571134140957	49.2186384116655	45.131969016191	45.6873247365282	56.8056645526235	41.8472581181237	21.7422255895282	9.29478549295411	10.931471976202
COX11	82.1220920950302	41.7496923841308	70.2292788406384	94.2263505473535	61.785099282729	90.263938032382	90.0309046278643	68.76475182686	110.324589584144	104.705981128518	88.3004621830641	89.9268260683784
COX14	62.7992468961995	64.522251866384	40.1310164803648	60.4470928039626	42.9354079761337	35.7294754711512	108.843332460552	43.3516913691074	64.6730352734639	104.133817297214	110.527123144476	102.714585738652
COX15	268.909595683726	206.850748630466	308.507189192805	241.788371215851	330.916802938006	398.665726309687	674.559912286386	440.991343237472	420.374729277515	615.266839928229	533.035741965499	343.206969215096
COX16	1.61023709990255	1.89771329018776	5.0163770600456	1.77785567070478	1.04720507258863	5.64149612702388	4.03123453557601	1.49488590927956	7.6085923851134	1.90721277101125	2.2226660961412	0.206254188230226
COX17	30.5945048981485	9.48856645093882	32.6064508902964	17.7785567070478	35.6049724680133	33.8489767621433	51.0623041172962	44.8465772783869	43.749406214402	27.2731426254608	33.7441125505073	58.1636810809237
COX18	59.5787726963944	70.2153917369473	60.1965247205472	76.4477938403057	41.8882029035451	39.4904728891671	60.4685180336402	56.8056645526235	51.3579985995154	80.8658214908769	76.7830105939688	119.00866660884
COX19	62.7992468961995	96.783377799576	115.376672381049	65.780659816077	130.900634073578	139.156904466589	188.124278326881	171.91187956715	76.085923851134	167.071838740585	152.555718416964	83.9454546097019
COX20	0	1.89771329018776	0	5.33356701211435	0	1.88049870900796	1.343744845192	0	1.90214809627835	1.14432766260675	0.808242216778619	0
COX4I1	561.972747865991	573.109413636705	541.768722484925	552.913113589188	636.700684133885	549.105623030324	1312.83871375259	717.545236454191	901.618197635937	730.462491297308	1071.52711889425	1226.79991159338
COX4I2	0	1.89771329018776	0	0	0	0	0	0	0	0.190721277101125	0	0
COX5A	77.2913807953225	89.1925246388249	105.343918260958	78.2256495110105	161.269581178649	129.754410921549	291.592631406665	197.324940024903	252.98569680502	169.932657897102	234.188182311605	275.143087099121
COX5B	247.976513384993	368.156378296426	253.327041532303	250.677649569374	453.439796430875	426.873206944807	1355.83854879873	587.490162346869	852.1623471327	935.297142903916	1203.27060022917	1189.46790352371
COX6A1	222.212719786552	305.53183972023	323.556320372941	197.341979448231	439.826130487223	366.697248256552	1011.83986842958	535.169155522084	791.293608051793	860.534402280275	1175.99242541289	1286.61362618015
COX6B1	210.941060087234	284.656993528165	233.261533292121	204.45340213105	162.316786251237	174.88637993774	415.217157164329	186.860738659946	233.964215842237	538.215443979374	680.944067635986	800.059996145046
COX6B2	3.2204741998051	1.89771329018776	2.5081885300228	0	13.6136659436521	15.0439896720637	123.624525757664	34.38237591343	60.8687390809072	2.2886553252135	2.02060554194655	0.206254188230226
COX6C	175.515843889378	212.54388850103	198.146893871801	192.008412436117	480.66712831818	453.200188870918	904.340280814219	705.586149179955	816.021533303412	102.226604526203	189.936920942975	397.451820719645
COX7A1	66.0197210960046	70.2153917369473	40.1310164803648	74.6699381696009	13.6136659436521	11.2829922540478	5.37497938076802	2.98977181855913	1.90214809627835	3.24226171071912	26.2678720453051	33.0006701168361
COX7A2	256.027698884506	229.623308112719	311.015377722827	170.674144387659	241.904371767973	304.640790859289	811.621886495971	334.854443678622	422.276877373793	351.117871143171	530.611015315163	840.6920712264
COX7A2L	169.074895489768	195.46446888934	245.802475942235	209.786969143164	172.788836977123	218.137850244923	369.529832427801	168.922107748591	256.789992997577	354.169411576789	328.348400566314	469.022024035533
COX7B	128.818967992204	140.430783473895	193.130516811756	149.339876339202	264.942883364923	255.747824425082	612.747649407554	381.195906866289	576.35087317234	59.6957597326521	244.695331129727	326.912888344908
COX7C	296.28362638207	294.145559979103	243.294287412212	266.678350605718	318.350342066943	300.879793441273	893.590322052683	370.731705501332	561.133688402113	309.731354012227	670.638979372059	817.179093768154
COX8A	130.429205092107	138.533070183707	120.393049441094	72.8920824988961	201.063373937016	176.766878646748	450.154523139322	209.284027299139	308.147991597093	614.122512265622	651.241166169372	703.5330360533
COX8C	0	0	0	0	0	0	0	0	0	1.33504893970787	0.404121108389309	0
