case1_rep1	case1_rep2	case1_rep3	case2_rep1	case2_rep2	case2_rep3	case3_rep1	case3_rep2	case3_rep3	control_rep1	control_rep2	control_rep3
AATF	7.79870144062001	8.17751860669144	7.83117429433197	7.79710901872989	9.30484786881405	9.02381989076316	9.0163787310046	9.15431465057196	9.14559563558381	9.13331907983621	9.08487867828891	8.73335661775693
AATK	1.05552408847504	1.11226798397594	1.211454533838	1.0895490865055	1.95330193549587	2.61609900480183	1.8626639118753	2.21007916446719	3.12998027202084	3.29441092974691	3.65014253646697	3.9115284475649
AATK-AS1	-3.47253209395043	-3.46854411454546	-3.46177291960956	-3.47012800265834	-3.48297754070696	-3.46876534380289	-3.47692435902808	-3.47433665919549	-3.4684874467267	-3.48878675037887	-3.48874989313644	-3.32416945392673
ABALON	2.57010595698085	2.9407271648832	1.9659229929386	3.10039751458338	3.57120168063901	3.72916728818115	3.71682477430039	3.52583596173744	4.58360594955326	3.87708866430998	3.61505804178503	4.12805465433096
ABAT	5.666303622257	5.44084274440315	4.92421278300167	4.62062456505739	4.98885507906349	5.72917496328148	6.3543892545853	5.62091062336384	5.35455360627828	4.91014362148193	5.76595219510144	5.73772981599954
ABCA1	10.6885355147321	9.49085761325681	8.53663724061599	10.1197273215987	8.62534609660595	8.30806469809487	5.25390141197139	7.93366114652797	7.28207049899009	7.73727002601791	7.94363124379582	7.91545624257665
ABCA10	6.46640979516805	5.70755729622677	5.28984027142606	6.22836167661961	4.9153693807894	4.28878427011879	5.11687563342159	4.20307217024993	5.02337783669662	5.36771200016475	4.52438098281467	5.43329021078711
ABCA11P	3.74670190684127	4.91747567755428	4.69024230854946	4.42350725194721	4.24174518310651	3.48513002950475	3.47867515135613	3.96541333946027	2.8726796874595	3.3260560712219	3.37501918871178	3.56103660233135
ABCA12	4.19732017133515	4.78260893189532	5.11219790381521	4.63090852457667	6.75693265524366	5.35160086073825	6.39969388375842	6.09514360313792	5.88688628176757	7.91922798764525	9.05513231639459	8.51388735647775
ABCA13	7.717603495951	4.41633385713064	4.63306450929074	6.7408633284678	7.6790070477553	6.54473604115686	9.57244017518921	7.65795023302816	7.94690193345504	3.64556568887885	3.90337127849291	3.59195224465921
ABCA17P	1.87279399216127	1.48912632196882	1.66152446069292	1.72556336127105	0.849981627370052	0.529160342961963	1.28793538378672	1.3485114323587	0.531528062429567	0.763120874287121	0.938745977116154	1.43064838548303
ABCA2	8.63643920446101	8.52327221262317	8.98483510134033	8.62119508489261	8.92908958382629	9.40046892144319	9.54097746738286	9.74475515975502	9.87986525100263	8.50820215066865	8.3833725462205	8.87864380375488
ABCA3	2.96012914075114	5.0976504536288	5.8374703383441	3.26632046425161	3.45882818606422	4.27088105221167	4.83422643991674	3.86671857541329	3.83335981660127	5.28711590687479	4.96131950296117	4.39533654553068
ABCA4	1.09250871585777	2.31567402172284	2.09158130797393	2.56645399711563	0.400634894868862	1.87791021967508	0.459581242101485	1.93710734379681	1.17782162031223	0.443192339759731	0.700230254961439	0.810188671627874
ABCA5	8.69746868160263	7.92660611608036	7.90706512566093	8.63796752375413	7.09800532674782	7.3564104908462	6.86072773864178	6.76367131240943	7.34290640913746	7.70825099731723	7.23321877291343	7.70330533845153
ABCA6	8.24870442400973	6.63331225642735	4.41942566405994	7.4766933021325	4.45597944260519	2.79105652832842	2.177591222499	3.54918709803237	2.34868202997524	4.7627500858109	3.55466526381285	4.82240163024424
ABCA7	4.91119390761822	5.73632213210855	5.43455594632123	5.91829220880528	6.25543679426659	6.22528825829925	7.14670372131365	6.71521787506215	6.28594331426147	6.59529252543805	6.41917596131876	6.84781357905959
ABCA8	4.4057077987996	6.24710865688672	3.04054288362132	5.11673912923635	4.36992629054727	2.80212571893545	1.40832249946117	3.56629616393846	1.57205761045319	2.46120728646246	2.98810339071278	0.697733348476773
ABCA9	7.61030390209807	6.35671551841436	4.11734270450355	7.23932183573835	4.64239426841729	3.07266171626608	2.15013054977591	4.10177916015139	2.30963351909219	3.91044133186131	3.64543408834398	4.71503408949824
ABCA9-AS1	-1.79696248238223	-1.73525436172741	-2.37892016675893	-2.4057282682869	-2.42230563076526	-2.40380077293005	-2.41489465107944	-2.41150029430151	-2.40311153831838	-2.45184546465295	-2.45134333256803	-2.45115861292741
ABCB1	-0.0107884053149064	1.18359436853333	2.80532936355701	1.14081591664166	-0.107961513064494	0.733216165295487	-0.0524606720321322	-0.0280230095732523	0.028263448116652	0.458005905016355	0.660191050950158	0.81817003017885
ABCB10	6.72973676617461	6.95770581504414	6.87738774115307	7.21929999691172	7.06078410783307	6.54512996316388	6.7909448468416	6.99391017303651	7.12459390653664	6.13751608078558	5.92776445664969	6.3376931817266
ABCB11	-2.36538126103136	-2.36142747331433	-2.34174155661319	-2.36302770839898	-2.37445018873381	-2.36165326985895	-2.36943105001748	-1.86874203591552	-2.36136951837709	-2.19791586060127	-2.02478539753618	-2.39269437044522
ABCB4	6.07673270207358	4.79342438465444	5.24197760036566	5.56388603447052	3.74610115507473	4.72392855952007	3.40312593903908	3.75417092276988	3.31465384074086	4.01140764728376	3.79775329883368	3.69749981946511
ABCB5	3.24223418108688	3.22508725997868	2.28370120620474	4.02628470987829	1.22240187696307	2.08717155315608	1.34277400127154	1.39510096887736	1.5147291935753	5.38128045965635	6.38709092475605	6.15965011092625
ABCB6	6.60684337770001	6.28286230664213	6.23987348222974	6.4142555187824	6.75462227668964	6.57638625313462	6.47579479263502	6.58201707894152	6.75781704559422	7.29563821560202	6.63978206380771	7.68060669998165
ABCB7	7.05964048495676	6.75339829268212	6.85166916006137	6.94005084239505	7.37662408576498	7.30128374536213	7.74412553082603	7.35821041319801	7.67949289650942	6.71980445243871	6.90083549193887	6.92616587494037
ABCB8	6.61350450589291	6.51188027724859	6.51788337628248	6.25976078348807	6.32379658279555	5.88018849507897	6.58644451431454	6.29724228230169	5.47872128314736	7.76997224070989	7.74326611178999	7.92344118254146
ABCB9	4.9310948303726	4.85037771305321	4.96805386686469	4.65005592469776	4.9064303798519	4.24412127377617	5.63699287610508	5.17558841391757	4.78427064262775	5.56582999268387	5.59250843069148	5.60250435202416
ABCC1	9.84766699201485	10.153863096715	10.0987813767002	9.76355257670808	9.69276198580778	9.82040678324543	9.18211949039026	9.8950610804625	9.46281324505605	8.76535956626072	8.89358299254306	9.2640555135782
ABCC10	6.91118333912709	7.39865783201209	6.86108806962497	6.97919390629997	7.08063119944241	6.87693271164066	7.23205653383876	7.19685872445154	7.07553487338668	7.3525502569531	7.3923840753765	7.64489767634707
ABCC11	-1.3475553872013	-1.33489687695991	-1.31263804103887	-1.33997551879772	-1.37812845973866	-1.33560990523678	-1.36092592976313	-1.3531291416874	0.0802503952148153	-0.7293400892356	-1.44871813313778	-0.691384128980857
ABCC2	3.67969764661854	3.28616612028758	2.88294161145345	2.98270576729128	4.47804955764961	3.48764971625351	3.6504221680454	3.96642374420234	3.2880112229283	6.88529401594199	6.98198626508617	6.91038229613498
ABCC3	7.55332122399513	8.55850240579025	9.70109026464895	8.3317955837293	8.60598775420594	8.77313096872338	8.8182520272353	9.06259834315945	8.49981187183725	7.00431765986611	7.47814175544248	7.64850830870323
ABCC4	9.19107529190638	8.93000013025516	8.38260879246035	9.35629167245306	8.64820463313385	8.22894688498645	8.2571165181382	8.33371305806152	8.47708540526711	7.03880303310528	7.42756532441424	7.69713603462387
ABCC5	8.09383774950564	8.31598528784493	7.97221716775798	8.30133214818656	9.31663741552018	9.22948429064078	9.32155811653903	9.66739299300478	9.23601304961137	7.92066996835861	7.91227881441267	8.06542419264898
ABCC5-AS1	1.21136333458929	1.68154242675446	1.43653886419222	1.2601824978574	1.76241772122204	2.68118043110065	0.614413978306318	1.80263799833169	2.38883152934013	0.980830420455649	1.08690815911583	1.09788603757139
ABCC6	2.50914797935044	2.45432441064317	3.18364367752895	1.90581914014785	2.17808087088404	1.94175360685846	1.73180183846071	2.06082632486625	1.00289580388129	1.13850142655774	1.95345942197348	1.5381851865692
ABCC6P1	-0.695670843406194	-0.676149813017335	0.582678398771467	-0.683975675770028	0.0853716196630857	-0.677248113998917	0.218229651619226	-0.704284391840176	0.416047048499669	-0.361023356582718	-0.855724717964761	-0.854953990407316
ABCC6P2	-1.15769680527839	-1.09286189705546	-0.97760228469687	-1.78553196347643	-1.81353804841127	-1.7823160448332	-1.80093611539564	-1.79520967005214	-1.78165590675994	-1.86544844040679	-1.86453906347856	-1.86420480100772
ABCC8	-3.6868926947181	-3.6841205335932	-3.6794136779492	-3.68522154054605	-3.69415363026721	-3.68427431652056	-3.68994588663863	-3.6881471007999	-3.68408114213496	-3.69997190056585	-3.69995298944018	-3.6110930333811
ABCC9	5.43752075975385	7.90403759730707	6.42792838007351	8.23333555901131	5.28663610040588	4.05032207862996	2.41448194112799	4.1322881556559	3.24734628014226	1.80723492001337	1.72084219314648	1.23920476224041
ABCD1	6.38446358998039	7.0026207365911	5.69871161871298	6.45340636728154	5.36439340050213	4.62129511337111	4.66375417763964	4.68327284305741	4.52776306287084	6.72816051122483	6.74055443131797	6.81288416585872
ABCD2	-2.5818927020245	-2.572676859071	-2.55382031626696	-2.57708769855797	-2.58964635658235	-2.57329294219986	-2.12087024835715	-2.58335051640624	-2.57251904953218	-2.18855602153719	-2.60529348709642	-2.60519965011017
ABCD3	8.01908465390471	7.60590161660187	8.18944427519129	8.15898099520097	7.8992292831926	8.14931249789704	7.94832444068812	7.6171926901314	8.06742420938525	7.51645996311215	7.57736766842108	7.66287627726409
ABCD4	7.02032394084345	7.13510727052411	6.91022822015672	7.06869913796025	6.87119199071354	7.15232536965571	7.32352468124799	7.28788650506827	7.38689454984616	6.73033413193971	6.74291904048387	6.92791825829071
ABCE1	8.75637076221468	8.11689178108195	8.53744895695163	8.6799284335174	9.11462414467916	9.45510222133508	8.82208663964661	8.77323740067325	9.47717755675723	8.66719361437507	8.76169737637704	8.80832452475544
ABCF1	8.52174579023298	8.90366740594184	8.21178036402904	8.45124293411648	8.92204515044763	8.70376091935795	8.43966326154148	8.77206713035776	8.55742367066325	8.92707377868656	9.07325599044058	8.52046599523275
ABCF2	8.30942319086313	8.6084868746651	8.4994113422586	8.25753514294057	8.73524549440826	8.23233399046732	7.83093665476519	8.39569367199477	7.96670282503123	9.72889975545903	9.65555396302038	9.64160968262068
ABCF3	8.03455799393577	8.2597984974199	7.89454537299305	7.79655727183517	8.28328135159802	8.25050232336455	8.15856790717883	8.28204848905466	8.42429696966145	9.09346009476656	8.90642311274143	8.66481707341459
ABCG1	2.17543836279342	2.25641463973492	2.39779668259449	2.22402426609009	3.65959461046568	4.08821930332417	5.23073286886637	4.85385912195467	5.05376059234564	7.03455629177319	7.28560879915951	6.83164819891945
ABCG2	4.36614670184422	5.81464635068238	4.7131352547275	4.97625738242578	6.58837851861657	5.99821611968425	6.30087487744923	5.85367910165202	6.03884261428559	7.78467828259983	7.45977191903977	6.07408742573588
ABCG4	0.105283532480421	0.770255382561902	0.191052620350523	0.123955172480763	0.831160545884447	0.134688165898275	0.0721885494907391	1.03217565082554	0.136889147626266	1.16959171575824	1.81745335202285	1.97678205496298
ABCG5	-0.076870128450378	-0.0114370176634343	-0.59056158684893	-0.625288143071878	0.0670084240177833	-0.619806698032327	-0.651272317623858	-0.641663153203272	0.375567551146733	-0.756302173159033	-0.236797365781096	-0.0852089552501673
ABCG8	-2.01781154002621	-2.53518112698497	-2.51567559101606	-2.53974377609622	-2.55160639104355	-2.53581841409294	-2.5470456034178	-2.54491607950155	-2.53501788605222	-2.46348612729823	-2.56833174166557	-2.26964718759074
ABHD1	2.11219766044873	2.69487217248939	2.39500014536294	2.43490516346345	2.7835680198127	3.01973969728982	2.43999169155313	2.06701515183724	1.86432059216142	2.63153722638031	2.50575431231349	2.49442042163596
ABHD10	6.81013384072273	6.63799986723517	7.11395833747186	6.96982778736275	7.04633312956646	7.69313850928065	7.76168475067984	7.48495794401	8.11726078144659	6.72898383582384	6.83345510775658	7.0841485457833
ABHD11	5.16791289989311	5.61517876038122	5.03155500559689	4.99672086640928	6.61925569800258	6.20386721026305	7.01528582791105	6.7064628924754	7.02592816560706	6.65889775538928	6.84937085500722	6.75703392484648
ABHD11-AS1	0.75310109092388	0.79605006406242	1.52801012351262	1.34949262628965	1.64980521315981	2.04790396984141	2.97046172342795	2.28048407698189	2.05608548260447	1.32966711427476	1.4773933046568	1.54279033628812
ABHD12	7.57666035320026	8.25753770548965	8.10066114477488	7.72101315233142	7.4156019811182	7.62428801893137	8.21765175493285	7.58224212944901	7.78036630650878	8.09896540416828	8.03034713562933	8.26815196026438
ABHD12B	3.70932908219875	3.3407521602255	4.3159305503393	3.79911643699153	3.84816352044581	4.34601504204163	3.7290996373598	3.98484085278748	1.86062944845054	2.69704513338286	2.28392732453146	3.75411412862252
ABHD13	6.86271478412833	6.31524037909269	6.73863689161625	7.235307560505	6.17008751367967	6.33113850851911	6.27673695880859	5.95365665369945	6.71570546179441	6.98404800711356	6.61007670663633	6.40118497474096
ABHD14A	4.25290831921734	4.01807903576098	4.28054992412274	4.04751126800759	2.93320625675766	2.75799580826953	2.96298748469808	3.2115217663459	2.43214843189102	4.29378258723247	3.83009156976121	4.54908282616544
ABHD14B	6.41397106313817	7.02748216672137	6.71377611588473	6.97456777606679	6.00502978110883	5.49289377637046	6.97915111526643	5.97274578817517	6.16675334486766	8.07056094244157	8.37221682639739	8.18158622760805
ABHD15	6.89155878118194	6.63521939591238	6.40072088854572	6.67459140935011	6.34768427686836	5.92571585820392	5.92886782952923	6.19491042472328	5.22673342479955	7.39134549377845	7.2000637754727	6.79716076794331
ABHD16A	6.62595650559493	7.32845861069899	6.9477384889217	6.58797974220965	6.85620878871027	6.66260163139412	7.38434518172701	6.88919281044819	7.00500663409064	7.22640888695159	7.29646830169199	7.56961503551922
ABHD16B	4.09075450857569	4.64217769558956	4.26293077156432	4.51074432511686	4.50817043442213	4.01232122101844	4.70168653587213	4.35032089770475	3.59271313835491	4.94851384283008	5.0739042730278	5.00024627286376
ABHD17A	7.26454321846752	7.23755648414608	6.96964230047753	7.23210452977921	6.39329185510621	6.83964273468139	6.36930240717097	6.50716204734055	6.71812539721758	8.12095913326346	8.15763564187449	8.26867030867618
ABHD17B	6.17353495072675	6.23126509247735	6.11081376152797	6.31810532199376	6.18007082575367	6.44218261542988	6.91492419191843	6.27859621468418	6.93408446643605	6.94628271575521	7.23015633440946	6.6174177611536
ABHD17C	8.1114829356872	8.04213871321581	7.89133933751272	7.80884861482785	7.92523830480357	8.55702417283244	8.45959641569217	8.52021764597503	8.73004028298824	7.43365104094047	7.68696995507239	7.61406448437155
ABHD2	10.2000340300824	10.0863842930556	10.2101614110593	9.91068783705387	9.54375757479039	9.95669217919512	9.44401839399745	9.57733507893476	9.75622121688327	9.16267663087667	9.23531139657448	9.38260214200381
ABHD3	5.65856893491841	5.12017721750324	5.36590465293141	5.30861875769576	6.23276326092117	6.91093118702356	7.75640734915067	7.09618588164632	7.86192612985288	5.63562248305476	5.91222507780731	5.82931960611907
ABHD4	8.11685753834217	8.51860896779264	8.02287791853133	8.29771446947512	7.93095381340552	8.62627251880194	9.15827577387651	8.50382515932154	9.00992485814089	8.59046981747371	9.19945825159057	8.74893391258427
ABHD5	8.18361549732797	7.92408457440981	7.46671002533131	8.19328875656996	7.41222685362494	7.5560811308214	6.69898569983518	6.9983095389474	7.55661208209961	8.55785116264166	8.97132400321432	8.56942328346823
ABHD6	5.41943713650174	5.8400360096922	5.59607013045858	5.42383012909027	6.08214895382928	5.79679530367084	5.81631055730503	5.87089542764878	5.43952483601352	6.75528701299	6.89498576349848	6.65165811233089
ABHD8	6.2000274021534	5.61705517437073	6.19371585540612	5.71329441916862	5.56762685710882	5.47197160763076	5.8082306646608	4.93563572250447	5.57558497973119	7.76194094367273	7.57143739706007	6.81047611234381
ABI1	8.75355681884843	8.75808844091345	8.63007657593179	8.76585155405513	8.58358358811727	8.88950540350232	8.71626398729824	8.54483069091389	9.21070870622539	8.95249908231463	9.1641698115086	8.71765730616515
ABI2	8.92872349419651	9.06047974071191	9.46144884477896	9.0779731542599	8.75938834602584	9.36311497875741	8.99839891397804	9.01279403913409	9.40399202374597	7.66504705081099	7.53418274871697	7.82786434335838
ABI3	-2.76371762669843	-2.75272504995201	-2.73406074092745	-2.7570909229595	-2.77628289013476	-2.1556004059501	-2.77177267523828	-2.7686917802574	-2.75256884920885	-2.57917206770743	-2.79314609455253	-2.79304295725621
ABI3BP	9.4058883269572	8.0720349217638	8.19591830829639	8.6481098353437	7.92346417997839	7.33879887039522	5.65373448071646	7.59500707803186	6.1723930329958	4.72753452942411	4.4807292180664	4.49384281509376
ABL1	10.6850894551977	10.5812320103503	10.2576196552327	10.4112917833122	10.1240902379721	9.92012255733024	9.75755910645019	10.0040047852767	9.90447914951383	10.201505605004	9.92691869899335	9.82061770444819
ABL2	10.7704551939019	11.0692498541805	10.5918322240848	10.7094484119762	10.3332872682614	10.5305458932536	9.92197336934271	10.2804363858059	10.0756406968041	11.5615880080384	11.2722531505631	10.5053790574261
ABLIM1	6.64201802790612	8.15653138811998	9.07340680787351	8.64538891106917	9.91279465496507	9.95568800954121	9.9105429902373	10.1859505707305	10.0297538990544	11.6708075790954	11.869142536665	10.6898937382933
ABLIM2	1.33294895212701	1.41203735496684	1.54719632334323	1.38055426554109	1.62004945627354	2.70133664692384	3.75565193480654	2.51269156220976	2.95182361194326	5.72271802635297	6.0271586149076	4.90854401934688
ABLIM3	8.93555626963382	9.48638674539868	9.20122200219868	8.74862245409554	8.07430245192428	8.03631493481211	6.01433908077827	7.49687948892657	6.31671004272816	7.63656956527959	8.662765925339	8.01139181498018
ABO	0.87590658975412	0.949581466015273	1.07419741534594	0.920318069510358	4.37256912960924	3.92042971991804	4.33206223147344	5.04027723193191	3.93240349579986	1.10645917203523	0.0632657051937753	0.0693043966855682
ABR	9.80938368430011	9.89445045422376	9.3380236145949	9.69281888748106	9.21448254222801	8.90283230586469	8.68481800409526	8.78302020520264	8.50301092598665	10.200313315315	10.3569335656058	10.3634030381455
ABRA	1.75669229647856	-0.353311295264871	-0.30311662650646	1.32393740899394	0.0901343282535824	-0.354940341550575	0.200377851192087	-0.395460475250309	-0.352893831020689	-0.458883051353637	0.693205614269431	-0.64365080095397
ABRACL	5.55263784120288	5.85810448990846	5.72554485682722	5.75991230409918	5.89223840571131	6.16304348500517	7.43796574313063	6.51040584747151	7.03294293218984	6.5835051281381	6.96680212186909	6.65887535229085
ABT1	6.54032002198008	6.8834232399377	6.29098571010834	6.44213177654594	6.98220563384969	6.60826629860088	7.34584800297497	6.81573620197487	6.7604801540656	8.09945927549759	7.94575767744653	8.01452467131531
ABTB1	5.83081323711483	6.32881871204918	6.60797877382337	5.9879052284585	5.71338805738993	6.74526433115325	7.08389886592604	6.66582374460383	6.929086508315	6.79969530285942	6.67775562107026	6.79197216425691
ABTB2	6.46302887210251	6.46614436752556	7.13747864062479	6.29607035164948	7.4333602314362	7.66187055144242	7.67917407324	7.47640814316407	8.37850694211271	7.95791530704019	7.78090365875636	7.97297830946273
ACAA1	7.53725984316556	7.77616383415524	7.42039781541236	7.37134436849467	7.10114792996519	6.8243661032462	7.43259799344617	7.1415067960512	7.66052417622066	8.33089547032216	8.55946744842677	8.51952243008996
ACAA2	7.28012811759913	7.06889948427601	7.29799519474967	7.24417888241611	5.46028358696585	5.60608793725017	3.88207337285958	4.71823479509342	4.10523221847391	6.80451948813464	7.02948783445418	6.69648196169666
ACACA	10.0484872459606	10.338076453685	9.69225194030134	10.2294734982428	10.6403345160641	10.2111698067305	10.7822668715182	10.7849410927713	10.5839841189606	9.965409577844	10.120349079481	10.4096343870519
ACACB	6.93181847426343	6.41679316024705	6.58690524952471	6.5305824757879	6.31030297542551	6.62645651250765	7.37155494751645	7.06708071520458	6.73317381320215	6.94479705653648	6.86060245889418	7.09156021620366
ACAD10	6.88640709774854	7.25173272545819	7.45811398750573	7.33717395686736	7.26709573190786	6.9438771893567	7.45142770896644	7.44355107290981	7.12083692745821	7.20525085821926	7.07047184396224	7.22930675693695
ACAD11	4.39570231988314	4.4966565312915	4.39391350653581	4.55125551441484	3.65964694406746	3.82059622014906	3.40971645979564	3.9857486010348	4.03827132345365	2.21089172596111	2.54999973786224	2.56473886264847
ACAD8	6.00886915833584	6.17070915795874	6.27758899129176	5.99723878453157	5.85943035793085	5.76316939929031	6.21336365901748	6.16574109514639	6.14650701388582	6.26476746262088	6.59921562612601	6.54109506655124
ACAD9	7.86999450604195	7.85021695090423	7.92626225115633	7.69569291612402	8.33267627253393	7.55028808263658	8.04921563527148	8.12891883137155	7.51645482765197	7.81222117695907	8.1463870391835	8.22817247841672
ACADL	-1.92442155582912	-1.91934212757071	-1.91002433756951	-1.92139904643062	-1.93604069724252	-1.9196324560056	-1.92961528908367	-1.92660798861901	-1.91926760433205	-1.32316068837462	-1.46629457067675	-1.67137733810082
ACADM	6.45411418299435	6.21135277184357	6.98477749591768	6.60820601305411	6.79718293783545	6.25331788175875	6.21726369315013	6.49659896342155	6.38310208319647	5.66109475961961	5.57489638683003	5.94734043071343
