TYRP1	8078.69365431728	-14.0983686719749	0.840572303552216	-15.5826793443251	9.54678333220422e-55	8.32002167401597e-51	DOWN
KRT6C	955.99973842217	-12.5577802411584	1.13572896163755	-10.1765303444352	2.52400886989446e-24	1.69205671547156e-21	DOWN
LGI3	702.19203840316	-12.1179767543575	1.14605424956839	-9.70109116435335	2.98291257422624e-22	1.48549046196467e-19	DOWN
LCE3D	793.323817802191	-12.0902810037899	1.1402530809486	-9.72615745494297	2.33237519163894e-22	1.19568528206667e-19	DOWN
OCA2	661.809457371051	-12.0876333044372	1.14657885835282	-9.67018816339042	4.03635265177292e-22	1.95426740890006e-19	DOWN
KRT1	575.334164415289	-11.9595925966239	1.149516697314	-9.5340873449098	1.51209697358909e-21	6.12926749992042e-19	DOWN
CRCT1	516.224217361724	-11.8015745472506	1.15421473394537	-9.3583752048706	8.09722473776048e-21	2.88029851386051e-18	DOWN
KRT75	929.254996759682	-11.0082313740012	0.920463166357129	-10.8730384221785	1.54952888377145e-27	1.58872284965508e-24	DOWN
DCT	774.582586286291	-10.8612320959703	0.890713032369615	-11.0711662876829	1.73132530209326e-28	2.01180000103237e-25	DOWN
PMEL	4534.52508471441	-10.7115922295274	0.458544798510996	-21.1791568916784	1.48669408220824e-99	2.59130778528897e-95	DOWN
TYR	893.863497222195	-10.6860060505384	0.993014624402749	-9.75414239882325	1.77091089497514e-22	9.35362936345962e-20	DOWN
KIF1A	200.920322846114	-10.5800136612999	1.186263420204	-8.07578949003797	6.7041453335455e-16	1.12358897272787e-13	DOWN
CALML3	221.772651410361	-10.5340357524067	1.17332783230268	-8.12563674867917	4.4501994141108e-16	8.07989331124491e-14	DOWN
NOS1	180.604988940379	-10.4766432015362	1.18868153592036	-7.97239875876323	1.55623712771892e-15	2.44371289514781e-13	DOWN
KRT6B	2661.12754791213	-10.3617321370184	0.653671977822067	-14.3217583966354	1.60022439570393e-46	9.29730373903982e-43	DOWN
KRT17	22170.1642815072	-10.337485328138	0.751615736305718	-12.4232169140482	1.95537695839322e-35	3.7869133760882e-32	DOWN
SPINK6	148.501873100119	-10.2403923139729	1.1957242141864	-7.72786249901301	1.09367380660116e-14	1.50100271252427e-12	DOWN
NCCRP1	229.239229052899	-10.2218340170275	1.20399752296416	-7.65934633679641	1.86881801566506e-14	2.44913518895053e-12	DOWN
HOPX	133.529972993314	-10.0551776045014	1.20181462347532	-7.53458763741474	4.89880412419387e-14	6.01310956934501e-12	DOWN
LCE3E	131.472294372251	-10.027895711488	1.20230680948881	-7.50881192740346	5.9666371781453e-14	7.17230938034983e-12	DOWN
IRF4	281.314616768429	-10.0054325425705	0.978806303285989	-9.20042352847346	3.56541659622392e-20	1.19510021677275e-17	DOWN
KRT31	115.215649915089	-9.90710280283419	1.20720362475936	-7.37829362019161	1.60331076646076e-13	1.72766592491417e-11	DOWN
CALML5	115.587845105913	-9.89701474268044	1.20586942308534	-7.37809133588986	1.60574801971369e-13	1.72766592491417e-11	DOWN
